Dia,Cliente,Contenedor,Estado,Envase,alerta_enviada,BL,hora,Hora
2025-08-14 00:00:00,Tech-Vial Sa,BEAU-282181-0,14:19 Realizado,Bultos,1,MEDUGK262202,14:19,8:00 
2025-08-14 00:00:00,Industrias Saladillo S.A.,HDMU-271974-1,15:45 Realizado,Bultos,1,TPNGBSG25056020,15:45,9:00 
2025-08-14 00:00:00,Grouport Srl,CSNU-837822-9,16:17 Realizado,Bultos,1,TCNB2501427,16:17,8:00 
2025-08-18 00:00:00,Alsina Motos Srl,PCIU-002379-4,13:15 Realizado,Contenedor,1,,13:15,9:00 
2025-08-18 00:00:00,Noah Servicess.R.L.,TCLU-442094-6,13:15 Realizado,Bultos,1,IBC1359193,13:15,8:00 
2025-08-18 00:00:00,Chemotecnica Sa,HLBU-189079-4,13:16 Realizado,Contenedor,1,255301067,13:16,8:00 
2025-08-18 00:00:00,Chemotecnica Sa,HLXU-112436-9,13:16 Realizado,Contenedor,1,255301067,13:16,8:30 
2025-08-18 00:00:00,Chemotecnica Sa,TCLU-759323-0,13:16 Realizado,Contenedor,1,255301067,13:16,8:30 
2025-08-18 00:00:00,Chemotecnica Sa,UACU-592894-6,13:16 Realizado,Contenedor,1,255301067,13:16,8:30 
2025-08-18 00:00:00,Lift Van Int. Co S.A,UACU-855138-9,13:14 Realizado,Contenedor,1,,13:14,8:30 
2025-08-18 00:00:00,Bulldog Solutions S.A.,EGSU-158551-3,18:46 Realizado,Rollos,1,NB250155390,18:46,8:30 
2025-08-18 00:00:00,Moniport Cargo Sa,HLBU-127003-1,18:48 Realizado,Bultos,1,HLCUBSC2506BNKF3,18:48,9:30 
2025-08-18 00:00:00,Mercovan Argentina S.A.,HLBU-346960-8,18:48 Realizado,Bultos,1,HLCUME3250474558,18:48,9:00 
2025-08-18 00:00:00,Indio S.R.L.,HMMU-407379-3,18:48 Realizado,Bultos,1,XMF20250601A/B,18:48,8:00 
2025-08-14 00:00:00,Eagle Service Group Srl,GAOU-753355-3,18:25 Realizado,Bultos,1,25081494,18:25,10:00
2025-08-19 00:00:00,Alsina Motos Srl,GCXU-509055-0,17:45 Realizado,Bultos,1,SZX500874100,17:45,8:00 
2025-08-19 00:00:00,Sk Distributors S.R.L.,MSDU-403455-0,10:29 Realizado,Contenedor,1,,10:29,8:00 
2025-08-19 00:00:00,Blue Mail S.A.,UACU-842675-1,15:47 Realizado,Bultos,1,HLCUBSC2506BRTR0,15:47,8:00 
2025-08-21 00:00:00,Protan Sa,LATU-101322-3,12:10 Realizado,Contenedor,1,39033870,12:10,8:00 
2025-08-21 00:00:00,Grupo Rsm Srl,CIPU-510985-6,12:11 Realizado,Bultos,1,255301067,12:11,8:00 
2025-08-21 00:00:00,Grouport Srl,CAIU-568248-2,12:37 Realizado,Bultos,1,TCNB2505096,12:37,8:00 
2025-08-22 00:00:00,Grupo Rsm Srl,MRKU-066222-7,18:51 Realizado,Bultos,1,256716514,18:51,9:30 
2025-08-22 00:00:00,Unops,HLBU-152461-9,11:51 Realizado,Bultos,1,HLCUBSC2507AXCK0,11:51,8:00 
2025-08-22 00:00:00,Poka S.A.,HLXU-848464-4,11:50 Realizado,Contenedor,1,,11:50,9:00 
2025-08-22 00:00:00,Poka S.A.,FANU-336251-9,11:50 Realizado,Contenedor,1,,11:50,8:30 
2025-08-22 00:00:00,Poka S.A.,FANU-192177-3,11:50 Realizado,Contenedor,1,,11:50,8:30 
2025-08-22 00:00:00,Berkma S.A.,SEGU-578310-3,11:49 Realizado,Contenedor,1,,11:49,8:30 
2025-08-22 00:00:00,Berkma S.A.,HAMU-357726-4,11:49 Realizado,Contenedor,1,,11:49,8:30 
2025-08-22 00:00:00,Berkma S.A.,FANU-383678-9,11:49 Realizado,Contenedor,1,,11:49,8:30 
2025-08-22 00:00:00,Berkma S.A.,FANU-370845-3,11:49 Realizado,Contenedor,1,,11:49,8:30 
2025-08-22 00:00:00,Luial Sa,EMCU-991770-2,11:51 Realizado,Contenedor,1,MEDUGK262202,11:51,9:00 
2025-08-22 00:00:00,Poka S.A.,HAMU-259611-0,11:50 Realizado,Contenedor,1,,11:50,9:00 
2025-08-22 00:00:00,Berkma S.A.,FANU-313812-9,11:49 Realizado,Contenedor,1,,11:49,8:30 
2025-08-22 00:00:00,Mercovan Argentina S.A.,HLBU-390002-1,11:53 Realizado,Bultos,1,HLCUME3250619951,11:53,8:00 
2025-08-22 00:00:00,Grupo Rsm Srl,MRKU-078739-5,11:51 Realizado,Bultos,1,256789870,11:51,8:30 
2025-08-22 00:00:00,Raisvic S.R.L.,ONEU-151779-8,12:01 Realizado,Contenedor,1,,12:01,8:00 
2025-08-18 00:00:00,Comunicaciones Valles Calchaquies Srl,FCIU-979514-5,11:53 Realizado,Bultos,1,TCSH2505564,11:53,8:30 
2025-08-19 00:00:00,Pampa Logistica Internacional S.A,BEAU-403427-0,11:53 Realizado,Bultos,1,QINS00242043,11:53,8:00 
2025-08-20 00:00:00,Lift Van Int. Co S.A,HLBU-390076-2,12:03 Realizado,Contenedor,1,BUA0347053,12:03,8:00 
2025-08-20 00:00:00,Grupo Simpa Sa,JXLU-442845-0,12:05 Realizado,Contenedor,1,COSU8040476890,12:05,8:00 
2025-08-20 00:00:00,Grupo Simpa Sa,TCNU-536039-2,12:05 Realizado,Contenedor,1,COSU8040476890,12:05,8:00 
2025-08-20 00:00:00,Mercovan Argentina S.A.,TCNU-501654-0,11:59 Realizado,Bultos,1,DXB0944629,11:59,8:00 
2025-08-25 00:00:00,Noah Servicess.R.L.,HLBU-243587-7,14:29 Realizado,Bultos,1,XARBUE022488,14:29,9:00 
2025-08-25 00:00:00,Unops,UACU-845402-8,10:20 Realizado,Bultos,1,HLCUBSC2507AXCK0,10:20,8:00 
2025-08-25 00:00:00,Poka S.A.,HLBU-193278-1,10:21 Realizado,Contenedor,1,,10:21,8:00 
2025-08-25 00:00:00,Poka S.A.,HLBU-240618-5,10:21 Realizado,Contenedor,1,,10:21,8:00 
2025-08-25 00:00:00,Poka S.A.,CAIU-423119-1,10:21 Realizado,Contenedor,1,,10:21,8:00 
2025-08-25 00:00:00,Grupo Rsm Srl,MRKU-080824-5,11:30 Realizado,Bultos,1,255762904,11:30,8:30 
2025-08-25 00:00:00,Aceptyourdestiny Sa,FFAU-485098-3,12:16 Realizado,Contenedor,1,,12:16,8:30 
2025-08-25 00:00:00,Awam Tex Srl,TCNU-885058-3,14:04 Realizado,Contenedor,1,,14:04,8:30 
2025-08-25 00:00:00,Mercovan Argentina S.A.,RFSU-302811-7,14:39 Realizado,Bultos,1,HLCULIV250602660,14:39,8:00 
2025-08-25 00:00:00,Mercovan Argentina S.A.,UACU-852575-4,15:48 Realizado,Bultos,1,HLCUGY3250531238,15:48,9:00 
2025-08-25 00:00:00,Lift Van Int. Co S.A,SEGU-553075-9,18:40 Realizado,Bultos,1,ONEYGOTF06474300,18:40,8:30 
2025-08-26 00:00:00,Levy Jonathan Netanel,ONEU-184826-6,09:07 Realizado,Contenedor,1,QT25Y8106673,09:07,9:00 
2025-08-26 00:00:00,Luial Sa,CAAU-575144-6,09:20 Realizado,Contenedor,1,LOTE 3352,09:20,8:30 
2025-08-26 00:00:00,Sk Distributors S.R.L.,MRKU-023400-2,09:36 Realizado,Contenedor,1,258465156,09:36,9:00 
2025-08-25 00:00:00,La Tela Srl,TCKU-719494-8,09:49 Realizado,Contenedor,1,258465156,09:49,9:00 
2025-08-27 00:00:00,Baires International,BSIU-977129-0,17:24 Realizado,Bultos,1,,17:24,8:00 
2025-08-26 00:00:00,Jupam Sa,CXDU-115914-8,14:27 Realizado,Contenedor,1,COSU8040476890,14:27,9:00 
2025-08-26 00:00:00,Mercovan Argentina S.A.,TLLU-244660-0,14:51 Realizado,Bultos,1,HLCUBKK250525892,14:51,8:00 
2025-08-26 00:00:00,Grass S. R. L.,CSLU-623589-6,15:22 Realizado,Contenedor,1,258465156,15:22,8:30 
2025-08-26 00:00:00,Grass S. R. L.,CBHU-915656-8,15:22 Realizado,Contenedor,1,258465156,15:22,8:30 
2025-08-27 00:00:00,Poka S.A.,HLBU-256559-3,10:08 Realizado,Bultos,1,DLSZ25060418,10:08,8:00 
2025-08-27 00:00:00,Dmc Import Group S.R.L.,TRHU-719030-2,10:07 Realizado,Contenedor,1,258465156,10:07,8:00 
2025-08-27 00:00:00,Dmc Import Group S.R.L.,EGSU-965975-7,10:08 Realizado,Contenedor,1,,10:08,8:00 
2025-08-27 00:00:00,Poka S.A.,TCLU-546397-9,10:08 Realizado,Bultos,1,DLSZ25060418,10:08,8:00 
2025-08-27 00:00:00,Be Investment Sa,PCIU-009542-8,10:35 Realizado,Contenedor,1,,10:35,8:00 
2025-08-27 00:00:00,Be Investment Sa,PCIU-160771-9,10:35 Realizado,Contenedor,1,,10:35,8:00 
2025-08-27 00:00:00,Be Investment Sa,PCIU-461316-6,10:35 Realizado,Contenedor,1,,10:35,8:30 
2025-08-27 00:00:00,Be Investment Sa,PCIU-463619-8,10:35 Realizado,Contenedor,1,,10:35,8:30 
2025-08-27 00:00:00,Be Investment Sa,PCIU-185639-4,10:35 Realizado,Contenedor,1,,10:35,8:30 
2025-08-27 00:00:00,Mercovan Argentina S.A.,HLBU-353678-0,12:29 Realizado,Bultos,1,HLCUBSC2507BKMF7,12:29,8:30 
2025-08-28 00:00:00,Planet Seguridad S.R.L.,MRKU-369709-0,11:50 Realizado,Contenedor,1,QT25Y8106673,11:50,8:30 
2025-08-28 00:00:00,Independencia 3187 Maquinarias S.A.,TCNU-550213-6,09:29 Realizado,Contenedor,1,255376147,09:29,8:30 
2025-08-28 00:00:00,Independencia 3187 Maquinarias S.A.,ZCSU-894721-7,09:29 Realizado,Contenedor,1,255376147,09:29,8:30 
2025-08-28 00:00:00,Telamania Srl,MSDU-814347-7,09:45 Realizado,Contenedor,1,,09:45,8:00 
2025-08-28 00:00:00,Presmar S.A.,MRKU-814715-7,09:45 Realizado,Contenedor,1,LOTE 3392,09:45,9:00 
2025-08-28 00:00:00,Cordova Camila Valeria,MEDU-780962-2,11:10 Realizado,Bultos,1,SUSA001819E25F,11:10,8:00 
2025-08-28 00:00:00,Bisora Group Sa,HAMU-298903-5,14:38 Realizado,Contenedor,1,,14:38,8:30 
2025-08-28 00:00:00,Edificios Comahue Sociedad De Responsabilidad Limitada,MRSU-654185-8,17:55 Realizado,Bultos,1,TPTAOABD25046024,17:55,8:00 
2025-08-28 00:00:00,Pezzelatto Jorge Facundo,TCNU-861619-5,17:54 Realizado,Bultos,1,TPTAOBD25046025,17:54,8:00 
2025-08-29 00:00:00,Grupo Simpa Sa,TGCU-539572-5,11:21 Realizado,Bultos,1,BSPL/BUE/025-122,11:21,8:00 
2025-08-29 00:00:00,Fh&Eh S.A.S.,APHU-728462-5,14:19 Realizado,Contenedor,1,ZIMUBUE0943132,14:19,9:30 
2025-08-29 00:00:00,Verde Fuerte Srl,HLBU-119210-8,14:35 Realizado,Pallets,1,SEA302506-0054A,14:35,8:30 
2025-08-29 00:00:00,Moniport Cargo Sa,MSBU-651395-5,16:00 Realizado,Bultos,1,MEDUJV120822,16:00,8:00 
2025-09-01 00:00:00,Dmc Import Group S.R.L.,EGSU-163230-1,09:36 Realizado,Contenedor,1,ONEYSHAFH7963800,09:36,8:00 
2025-09-01 00:00:00,Dmc Import Group S.R.L.,MSDU-738823-8,09:36 Realizado,Contenedor,1,,09:36,8:00 
2025-09-01 00:00:00,Grupo In 360 S.A.,TGBU-743656-3,10:30 Realizado,Rollos,1,NB240746310,10:30,8:00 
2025-09-01 00:00:00,Grupo Rsm Srl,TCKU-687552-5,11:12 Realizado,Bultos,1,256981800,11:12,9:00 
2025-09-01 00:00:00,Grupo Rsm Srl,MRKU-076284-3,12:08 Realizado,Bultos,1,257039902,12:08,8:30 
2025-09-01 00:00:00,Grupo Rsm Srl,TCKU-686959-0,15:55 Realizado,Bultos,1,257039754,15:55,8:30 
2025-09-01 00:00:00,Albatros Sur S.R.L.,CMAU-245895-4,15:55 Realizado,Contenedor,1,ZIMUBUE0943132,15:55,8:00 
2025-09-02 00:00:00,Presmar S.A.,MRKU-081700-0,09:34 Realizado,Contenedor,1,QGD1877585,09:34,8:30 
2025-09-02 00:00:00,Planet Seguridad S.R.L.,MSMU-557703-3,09:34 Realizado,Contenedor,1,,09:34,8:00 
2025-09-02 00:00:00,Grouport Srl,MSBU-337864-0,10:23 Realizado,Contenedor,1,,10:23,8:00 
2025-09-01 00:00:00,Selltech Company S.A.,SEGU-538295-0,10:22 Realizado,Bultos,1,SHKAGN25060170,10:22,8:00 
2025-09-02 00:00:00,Aoda Sa,SEKU-581626-4,15:15 Realizado,Contenedor,1,TCSH2506232,15:15,9:00 
2025-09-02 00:00:00,Refractarios Argentinos Saicm,HASU-108388-1,15:37 Realizado,Pallets,1,720933984,15:37,8:00 
2025-09-02 00:00:00,Raisvic S.R.L.,MSDU-769128-6,15:38 Realizado,Contenedor,1,,15:38,8:00 
2025-09-03 00:00:00,Car Pro Accesorios S.R.L,OOCU-641127-3,09:39 Realizado,Contenedor,1,ONEYSHAFH7963800,09:39,8:00 
2025-09-03 00:00:00,Planet Seguridad S.R.L.,KOCU-449092-0,10:07 Realizado,Contenedor,1,,10:07,8:00 
2025-09-03 00:00:00,Lift Van Int. Co S.A,HLXU-533549-9,16:24 Realizado,Bultos,1,HLCUBSC250723411,16:24,8:00 
2025-09-03 00:00:00,Lift Van Int. Co S.A,STJU-420211-7,18:35 Realizado,Bultos,1,HLCUBSC2506CDQP8,18:35,8:00 
2025-09-04 00:00:00,Brote Verde S.R.L.,NYKU-084537-3,09:23 Realizado,Contenedor,1,MEDUJV120822,09:23,8:00 
2025-09-03 00:00:00,Impacto Jean S.A.,CAAU-541370-5,09:29 Realizado,Contenedor,1,257748199,09:29,8:00 
2025-09-04 00:00:00,Dmc Import Group S.R.L.,EGSU-926004-7,09:33 Realizado,Contenedor,1,TCSH2506232,09:33,9:00 
2025-09-05 00:00:00,Jupam Sa,EGSU-146082-0,09:13 Realizado,Contenedor,1,,09:13,9:30 
2025-09-05 00:00:00,Chemotecnica Sa,TTNU-876795-4,09:14 Realizado,Contenedor,1,HLCUPTY250741411,09:14,9:30 
2025-09-05 00:00:00,Xiadex Srl,HAMU-252345-3,09:25 Realizado,Contenedor,1,,09:25,8:30 
2025-09-05 00:00:00,Compañia Bulk S.A.,EGSU-958160-1,10:55 Realizado,Contenedor,1,257748199,10:55,9:00 
2025-09-05 00:00:00,La Tela Srl,TRHU-871610-9,11:14 Realizado,Contenedor,1,257748199,11:14,8:00 
2025-09-05 00:00:00,Cargocorp Argentina Sa,SEGU-124746-3,14:58 Realizado,Bultos,1,HLCUDX3250541379,14:58,9:30 
2025-09-05 00:00:00,Lift Van Int. Co S.A,HLBU-279216-0,18:53 Realizado,Bultos,1,HLCUBSC2506CDVS3,18:53,8:00 
2025-09-08 00:00:00,Compañia Bulk S.A.,TRHU-829637-2,09:30 Realizado,Contenedor,1,TCSH2506232,09:30,8:00 
2025-09-08 00:00:00,Arg Color S.R.L.,OOCU-892836-8,09:30 Realizado,Contenedor,1,TCSH2506232,09:30,8:00 
2025-09-08 00:00:00,Kraster Argentina Sa,PIDU-407609-6,09:46 Realizado,Contenedor,1,TCSH2506232,09:46,9:00 
2025-09-08 00:00:00,Mma Tex S.A.,EISU-837420-2,10:15 Realizado,Contenedor,1,LOTE 3438,10:15,8:30 
2025-09-08 00:00:00,Planet Seguridad S.R.L.,MRSU-871029-0,10:26 Realizado,Contenedor,1,LOTE 3438,10:26,8:30 
2025-09-08 00:00:00,Eagle Service Group Srl,UACU-393851-8,10:33 Realizado,Bultos,1,BCNBUE250036,10:33,8:00 
2025-09-08 00:00:00,Chemotecnica Sa,MRKU-474393-9,11:16 Realizado,Contenedor,1,LOTE 3438,11:16,8:00 
2025-09-08 00:00:00,Industrias Zapla S.A.,CAIU-279844-2,15:57 Realizado,Pallets,1,PEC013641RCS,15:57,8:30 
2025-09-08 00:00:00,Industrias Zapla S.A.,CMAU-275489-5,15:57 Realizado,Pallets,1,PEC013641RCS,15:57,8:30 
2025-09-08 00:00:00,Industrias Zapla S.A.,CMAU-253746-2,15:57 Realizado,Pallets,1,PEC013641RCS,15:57,8:30 
2025-09-08 00:00:00,Mercovan Argentina S.A.,MSKU-688312-4,15:57 Realizado,Bultos,1,255376147,15:57,8:00 
2025-09-08 00:00:00,Lift Van Int. Co S.A,BSIU-326295-3,16:42 Realizado,Contenedor,1,TCSH2506232,16:42,8:30 
2025-09-08 00:00:00,Lift Van Int. Co S.A,BMOU-141829-7,16:42 Realizado,Bultos,1,HLCUBSC2507ASLLT7,16:42,8:00 
2025-09-04 00:00:00,Lift Van Int. Co S.A,TLLU-315856-8,08:19 Realizado,Bultos,1,COSU8040476890,08:19,8:00 
2025-09-09 00:00:00,Bello Victoria Nur,BMOU-162724-0,11:24 Realizado,Contenedor,1,ZIMUBUE0943132,11:24,8:00 
2025-09-09 00:00:00,Refractarios Argentinos Saicm,CSNU-252319-2,15:33 Realizado,Pallets,1,COSU6420591180,15:33,8:00 
2025-09-09 00:00:00,Aspee Monee,MSDU-676646-2,15:33 Realizado,Contenedor,1,,15:33,8:00 
2025-09-09 00:00:00,Noah Servicess.R.L.,TGHU-519461-0,16:35 Realizado,Bultos,1,IBC1368657,16:35,8:30 
2025-09-10 00:00:00,Aspee Monee,GCXU-565981-6,09:13 Realizado,Contenedor,1,QGD1877585,09:13,9:00 
2025-09-10 00:00:00,Jupam Sa,TCNU-451797-5,09:13 Realizado,Contenedor,1,259005939,09:13,9:00 
2025-09-10 00:00:00,Grupo Leal-Tex S.R.L.,MEDU-721659-2,11:30 Realizado,Rollos,1,GILSH250500144,11:30,8:30 
2025-09-10 00:00:00,Metal Gauss S.A.,MEDU-886776-8,12:22 Realizado,Bultos,1,TCSH2506232,12:22,8:30 
2025-09-10 00:00:00,Metal Gauss S.A.,MEDU-418227-2,12:22 Realizado,Bultos,1,TCSH2506232,12:22,8:30 
2025-09-10 00:00:00,Noah Servicess.R.L.,FSCU-472330-5,15:23 Realizado,Bultos,1,IBC1375031,15:23,9:00 
2025-09-11 00:00:00,Jupam Sa,GESU-658229-0,10:45 Realizado,Contenedor,1,LOTE 3438,10:45,9:00 
2025-09-11 00:00:00,Jupam Sa,CMAU-542796-2,10:45 Realizado,Contenedor,1,LOTE 3438,10:45,9:00 
2025-09-12 00:00:00,Sk Distributors S.R.L.,MEDU-417697-9,09:42 Realizado,Contenedor,1,,09:42,8:00 
2025-09-12 00:00:00,Jupam Sa,GAOU-610031-1,09:49 Realizado,Contenedor,1,,09:49,10:00
2025-09-12 00:00:00,Independencia 3187 Maquinarias S.A.,MSBU-689105-0,11:35 Realizado,Contenedor,1,TMA0153588,11:35,9:30 
2025-09-12 00:00:00,Mma Tex S.A.,TRHU-585246-2,15:15 Realizado,Rollos,1,NB250662584,15:15,8:00 
2025-09-12 00:00:00,Baires International,MSNU-248276-6,15:14 Realizado,Bultos,1,NJOLX252010,15:14,10:00
2025-09-12 00:00:00,Mma Tex S.A.,EMCU-157632-2,15:15 Realizado,Contenedor,1,TMA0153588,15:15,8:00 
2025-09-12 00:00:00,Aceptyourdestiny Sa,TGBU-434959-4,15:15 Realizado,Contenedor,1,TMA0153588,15:15,8:00 
2025-09-12 00:00:00,Mercovan Argentina S.A.,UACU-345931-0,16:19 Realizado,Bultos,1,HLCUAB1250507108,16:19,8:30 
2025-09-11 00:00:00,Grupo Harley S.A.,TGBU-925320-0,16:19 Realizado,Bultos,1,Z209GZH2505007,16:19,9:00 
2025-09-12 00:00:00,Independencia 3187 Maquinarias S.A.,MSBU-689107-1,16:30 Realizado,Contenedor,1,TMA0153588,16:30,9:30 
2025-09-15 00:00:00,Jupam Sa,TLLU-458157-4,09:23 Realizado,Contenedor,1,259005939,09:23,8:00 
2025-09-15 00:00:00,Fedtex S.R.L,OOCU-902366-7,09:43 Realizado,Rollos,1,TWLE25060076,09:43,8:30 
2025-09-15 00:00:00,Grupo Rsm Srl,PONU-166826-3,11:13 Realizado,Bultos,1,257748199,11:13,8:30 
2025-09-15 00:00:00,Bisora Group Sa,CAIU-478264-0,11:54 Realizado,Contenedor,1,CDOLX250840,11:54,8:30 
2025-09-15 00:00:00,Lift Van Int. Co S.A,DFSU-421991-6,17:14 Realizado,Bultos,1,HLCUPTY250741411,17:14,8:00 
2025-09-16 00:00:00,Jupam Sa,TCNU-427014-4,09:41 Realizado,Contenedor,1,259005939,09:41,8:00 
2025-09-16 00:00:00,Independencia 3187 Maquinarias S.A.,MSBU-693413-1,10:19 Realizado,Contenedor,1,TMA0153588,10:19,8:00 
2025-09-16 00:00:00,Independencia 3187 Maquinarias S.A.,UETU-754465-1,10:20 Realizado,Contenedor,1,,10:20,8:00 
2025-09-16 00:00:00,Independencia 3187 Maquinarias S.A.,UETU-754317-2,10:19 Realizado,Contenedor,1,TMA0153588,10:19,8:00 
2025-09-16 00:00:00,Bisora Group Sa,UETU-610500-0,11:24 Realizado,Contenedor,1,CARLOS MANCANIELLO,11:24,8:30 
2025-09-16 00:00:00,Mercovan Argentina S.A.,ZCSU-665893-5,18:43 Realizado,Bultos,1,ZIMUIAH976157,18:43,8:00 
2025-09-17 00:00:00,Xiadex Srl,MSMU-785253-5,09:05 Realizado,Contenedor,1,,09:05,8:00 
2025-09-17 00:00:00,Poka S.A.,EISU-850627-4,09:43 Realizado,Contenedor,1,340500034574,09:43,8:00 
2025-09-17 00:00:00,Poka S.A.,GAOU-668272-1,09:43 Realizado,Contenedor,1,340500034574,09:43,8:00 
2025-09-17 00:00:00,Poka S.A.,EGHU-936346-3,09:43 Realizado,Contenedor,1,340500034574,09:43,8:00 
2025-09-17 00:00:00,Jupam Sa,TLLU-459410-2,09:43 Realizado,Contenedor,1,,09:43,8:30 
2025-09-17 00:00:00,Poka S.A.,EISU-822402-8,09:43 Realizado,Contenedor,1,340500034574,09:43,8:00 
2025-09-17 00:00:00,Independencia 3187 Maquinarias S.A.,MSBU-694142-3,10:06 Realizado,Contenedor,1,TMA0153588,10:06,8:30 
2025-09-17 00:00:00,Independencia 3187 Maquinarias S.A.,UETU-754342-3,10:06 Realizado,Contenedor,1,,10:06,8:30 
2025-09-17 00:00:00,Independencia 3187 Maquinarias S.A.,UETU-754133-3,10:06 Realizado,Contenedor,1,TMA0153588,10:06,8:00 
2025-09-17 00:00:00,Lift Van Int. Co S.A,MEDU-522472-6,12:19 Realizado,Bultos,1,MEDUJV943447,12:19,8:00 
2025-09-17 00:00:00,Jupam Sa,ZCSU-735304-1,14:43 Realizado,Contenedor,1,,14:43,8:30 
2025-09-17 00:00:00,Jupam Sa,TGHU-669552-0,15:27 Realizado,Contenedor,1,,15:27,8:30 
2025-09-17 00:00:00,Grass S. R. L.,MEDU-936976-0,17:01 Realizado,Contenedor,1,340500034574,17:01,8:00 
2025-09-17 00:00:00,Grass S. R. L.,MSMU-623553-9,17:01 Realizado,Contenedor,1,340500034574,17:01,8:00 
2025-09-18 00:00:00,La Tela Srl,PIDU-441589-9,09:50 Realizado,Contenedor,1,340500034574,09:50,9:00 
2025-09-18 00:00:00,Jupam Sa,ZCSU-692856-3,09:50 Realizado,Contenedor,1,,09:50,9:00 
2025-09-18 00:00:00,Dmc Import Group S.R.L.,EITU-911465-1,09:50 Realizado,Contenedor,1,,09:50,8:30 
2025-09-18 00:00:00,La Tela Srl,PCIU-932451-0,12:10 Realizado,Contenedor,1,,12:10,8:00 
2025-09-18 00:00:00,Geo Logistics Argentina S.R.L.,JXLU-785431-5,12:11 Realizado,Bultos,1,ZIMUNGB20503145,12:11,8:00 
2025-09-18 00:00:00,Aoda Sa,FSCU-495909-7,15:02 Realizado,Contenedor,1,TWLE25070162,15:02,9:00 
2025-09-18 00:00:00,Refractarios Argentinos Saicm,MEDU-540410-0,15:02 Realizado,Bultos,1,WJM58635961,15:02,8:00 
2025-09-18 00:00:00,Lift Van Int. Co S.A,TGBU-397950-0,15:02 Realizado,Bultos,1,MEDUJZ287643,15:02,8:00 
2025-09-18 00:00:00,Fedtex S.R.L,ZCSU-732458-9,18:23 Realizado,Rollos,1,TWLE25070085,18:23,9:00 
2025-09-18 00:00:00,Lift Van Int. Co S.A,FANU-138262-4,18:43 Realizado,Bultos,1,HLCUBSDC2507CFXR7,18:43,8:00 
2025-09-19 00:00:00,Jupam Sa,FFAU-215755-8,09:42 Realizado,Contenedor,1,,09:42,8:30 
2025-09-19 00:00:00,Mma Tex S.A.,EGHU-931861-2,09:42 Realizado,Contenedor,1,,09:42,9:00 
2025-09-19 00:00:00,Compañia Bulk S.A.,EMCU-849221-8,11:58 Realizado,Contenedor,1,TMA0153588,11:58,8:30 
2025-09-19 00:00:00,Compañia Bulk S.A.,HMCU-916037-6,11:58 Realizado,Contenedor,1,TMA0153588,11:58,8:30 
2025-09-19 00:00:00,Compañia Bulk S.A.,TEMU-617770-3,11:58 Realizado,Contenedor,1,TMA0153588,11:58,8:30 
2025-09-19 00:00:00,E A Balbi E Hijos S A,MSMU-651786-7,11:58 Realizado,Contenedor,1,TSN25060158,11:58,10:00
2025-09-19 00:00:00,E A Balbi E Hijos S A,MEDU-867516-9,11:58 Realizado,Contenedor,1,TSN25060158,11:58,10:00
2025-09-19 00:00:00,E A Balbi E Hijos S A,TCLU-560683-2,11:58 Realizado,Contenedor,1,TSN25060158,11:58,10:00
2025-09-19 00:00:00,E A Balbi E Hijos S A,BMOU-491480-8,11:58 Realizado,Contenedor,1,TSN25060158,11:58,9:30 
2025-09-19 00:00:00,Bisora Group Sa,EGHU-945537-0,12:32 Realizado,Bultos,1,BK2530431,12:32,9:30 
2025-09-19 00:00:00,Lift Van Int. Co S.A,HPCU-262271-3,14:31 Realizado,Bultos,1,MEDUJV802346,14:31,9:30 
2025-09-19 00:00:00,Lift Van Int. Co S.A,TRHU-823341-4,00:30 Realizado,Bultos,1,MEDUJ802346,00:30,9:00 
2025-09-17 00:00:00,Rodriguez Carlos Alberto,OOCU-710858-0,10:26 Realizado,Contenedor,1,,10:26,8:00 
2025-09-22 00:00:00,Telamania Srl,PIDU-440217-1,10:26 Realizado,Contenedor,1,TWLE25070162,10:26,8:30 
2025-09-22 00:00:00,Xiadex Srl,UETU-800284-5,12:04 Realizado,Contenedor,1,,12:04,9:00 
2025-09-22 00:00:00,La Tela Srl,PIDU-413726-8,12:04 Realizado,Contenedor,1,340500034574,12:04,9:00 
2025-09-22 00:00:00,Impacto Jean S.A.,EGSU-131155-4,12:04 Realizado,Contenedor,1,,12:04,9:00 
2025-09-22 00:00:00,Xiadex Srl,MSDU-737711-0,12:04 Realizado,Contenedor,1,,12:04,9:00 
2025-09-22 00:00:00,Independencia 3187 Maquinarias S.A.,UETU-754233-0,15:57 Realizado,Contenedor,1,TMA0153588,15:57,8:30 
2025-09-22 00:00:00,Lift Van Int. Co S.A,MSBU-457668-2,16:48 Realizado,Bultos,1,MEDUJZ555908,16:48,8:00 
2025-09-22 00:00:00,Mercovan Argentina S.A.,CAIU-415102-8,17:01 Realizado,Bultos,1,MEDUJV977395,17:01,8:30 
2025-09-22 00:00:00,Mercovan Argentina S.A.,TGCU-210458-0,17:20 Realizado,Bultos,1,HLCUHAM250724826,17:20,9:00 
2025-09-22 00:00:00,Edificios Comahue Sociedad De Responsabilidad Limitada,TXGU-563463-9,17:34 Realizado,Bultos,1,TPTXGABD25056051,17:34,8:00 
2025-09-22 00:00:00,Edificios Comahue Sociedad De Responsabilidad Limitada,EMCU-862434-0,17:34 Realizado,Bultos,1,TPTXGABD25056051,17:34,8:00 
