  opid  |              opbl              |     cont      | medida | condicion |   autorizado   |     inicio     |     inicio     |     cierre     |          conocimiento          |                         descripcion                          | bultos |   peso   | volumen | fotosc | fotosm | mc | imo | cantidad_operarios | maq |        operador        | idcont | egresoid | idencode | idegresoencode 
  36445 | HLCUBSC2505CKCB3               | FANU 140544-2 |     40 | PIER      | 01-07-25 12:33 | 02-07-25 09:06 | 02-07-25 11:19 | 02-07-25 12:01 | 5906                           | MUDANZA TALAMO LEONARDO                                      |    142 |     5148 |      41 |      8 |     18 |  0 |   0 |                    |     | Nicolas Nuñez          |   2077 |      586 | MjA3Nw== | NTg2
  37125 | HLCUBSDC250670440              | UACU 853281-4 |     40 | PIER      | 25-07-25 17:30 | 28-07-25 12:14 | 28-07-25 12:21 | 28-07-25 12:24 | IFBUE25070013                  | MALDONADO  ALSINA                                            |    270 |     4251 |      45 |      6 |     14 |  1 |   0 |                    |     | Gabriel Jurado         |   2210 |      587 | MjIxMA== | NTg3
  36991 | 254819098                      | MRKU 082400-9 |     40 | PIER      | 21-07-25 17:00 | 21-07-25 18:06 | 21-07-25 18:19 | 22-07-25 17:27 | HBOL4124                       | HARLEY DAVIDSON YEAR 2007                                    |      1 |      350 |       4 |      6 |     16 |  0 |   0 |                    |     | Gabriel Jurado         |   2182 |      588 | MjE4Mg== | NTg4
  36478 | ONEYLISF01695600               | OCGU 208618-1 |     20 | PIER      | 02-07-25 12:03 | 02-07-25 15:09 | 02-07-25 15:14 | 02-07-25 15:36 | MVANES20251505                 | GONZALO PALOMA                                               |    127 |     3500 |      30 |      0 |     12 |  0 |   0 |                    |     | Nicolas Nuñez          |   2093 |      589 | MjA5Mw== | NTg5
  36927 | HLCUBSC250672306               | UACU 849576-8 |     40 | PIER      | 18-07-25 11:30 | 18-07-25 13:48 | 18-07-25 16:01 | 18-07-25 16:01 | LIFBUE25070006                 | BAULAN FEDERICO                                              |    259 |     4182 |      40 |      0 |     16 |  0 |   0 |                    |     | Gabriel Jurado         |   2164 |      590 | MjE2NA== | NTkw
  36789 | 252103961                      | BSIU 831097-2 |     40 | PIER      | 14-07-25 14:34 | 14-07-25 16:53 | 14-07-25 17:03 | 14-07-25 17:03 | 252103961                      | CRATED BRP ATVS                                              |     12 |     5688 |      40 |      6 |     16 |  1 |   0 |                    |     | Gabriel Jurado         |   2146 |      591 | MjE0Ng== | NTkx
  36871 | 252103829                      | HAMU 305236-3 |     40 | PIER      | 16-07-25 15:00 | 16-07-25 17:21 | 16-07-25 17:22 | 17-07-25 08:25 | 252103829                      | CRATED ATV                                                   |     10 |     6026 |      70 |      8 |      4 |  0 |   0 |                    |     | MARCOS AVALOS          |   2152 |      592 | MjE1Mg== | NTky
  36515 | HLCUBSC2505BIJD1               | HLXU 535909-0 |     40 | PIER      | 02-07-25 18:34 | 03-07-25 10:52 | 03-07-25 14:24 | 03-07-25 14:37 | LIFBUE25070001                 | MEDICO GASTON                                                |    249 |     4581 |      44 |      0 |     16 |  0 |   0 |                    |     | Nicolas Nuñez          |   2096 |      593 | MjA5Ng== | NTkz
  36991 | 254819098                      | MRKU 082400-9 |     40 | PIER      | 21-07-25 17:00 | 21-07-25 18:06 | 21-07-25 18:19 | 22-07-25 17:27 | HBOL4122                       | MOTORCYCLE KLR 650                                           |      1 |      250 |       4 |      6 |      2 |  0 |   0 |                    |     | Gabriel Jurado         |   2182 |      594 | MjE4Mg== | NTk0
  36991 | 254819098                      | MRKU 082400-9 |     40 | PIER      | 21-07-25 17:00 | 21-07-25 18:06 | 21-07-25 18:19 | 22-07-25 17:27 | HBOL4123                       | MOTORCYCLE MORINI 650                                        |      1 |      250 |       4 |      6 |     22 |  1 |   0 |                    |     | Gabriel Jurado         |   2182 |      595 | MjE4Mg== | NTk1
  37249 | XMF20250531A/B                 | HDMU 473453-4 |     40 | PIER      | 31-07-25 18:00 | 04-08-25 17:45 | 05-08-25 08:31 | 05-08-25 09:54 | XMF20250531A                   | VENDING MACHINE                                              |     18 |     6366 |   43.35 |      0 |     10 |  1 |   0 |                    |     | MARCOS AVALOS          |   2241 |      596 | MjI0MQ== | NTk2
  37058 | CDOLX250523                    | TGBU 511889-8 |     40 | PIER      | 23-07-25 11:00 | 24-07-25 10:28 | 24-07-25 10:32 | 24-07-25 14:18 | LIFBUE25070012                 | ROGERS TIMOTHY                                               |    233 |     4817 |      65 |      0 |     16 |  0 |   0 |                    |     | Nicolas Nuñez          |   2192 |      597 | MjE5Mg== | NTk3
  33707 | NBOE24011092                   | UETU 649600-8 |     40 | PIER      | 21-02-25 10:42 | 25-02-25 16:34 | 25-02-25 16:42 | 25-02-25 16:43 | NBOE24011092                   | TEXTIL                                                       |    701 |    15774 |      68 |      8 |      8 |  0 |   0 |                    |     | Gabriel Jurado         |   1373 |      598 | MTM3Mw== | NTk4
  36999 | ZIMUCRT909793                  | TRHU 771209-5 |     40 | PIER      | 22-07-25 11:30 | 22-07-25 17:31 | 22-07-25 18:42 | 23-07-25 10:16 | MVANES20251906                 | CORTEZ PABLO                                                 |    193 |     3640 |      45 |      6 |      6 |  0 |   0 |                    |     | MARCOS AVALOS          |   2186 |      599 | MjE4Ng== | NTk5
  37190 | 255127491                      | HLBU 112925-5 |     40 | PIER      | 29-07-25 18:00 | 31-07-25 10:24 | 31-07-25 10:31 | 31-07-25 11:08 | MANVES20252006-2               | SANCHEZ IGNACIO / EFECTOS PERSONALES                         |    238 |     4173 |      51 |      0 |     14 |  0 |   0 |                    |     | Nicolas Nuñez          |   2222 |      600 | MjIyMg== | NjAw
  37251 | XMF20250601A/B                 | HMMU 407379-3 |     40 | PIER      | 31-07-25 17:30 | 01-08-25 21:59 | 01-08-25 22:00 | 04-08-25 08:22 | XMF20250601B                   | SANDPAPER                                                    |      8 |      120 |     0.3 |      6 |      6 |  0 |   0 |                    |     | Nicolas Nuñez          |   2243 |      601 | MjI0Mw== | NjAx
  37250 | XMF20250601A/B                 | KOCU 521786-5 |     40 | PIER      | 31-07-25 18:00 | 07-08-25 10:56 | 07-08-25 11:42 | 07-08-25 11:50 | XMF20250601B                   | ACCESORIOS                                                   |    355 |     6525 |    37.8 |      6 |      6 |  1 |   0 |                    |     | MARCOS AVALOS          |   2242 |      602 | MjI0Mg== | NjAy
  33854 | TPNGBSG24126031                | ZIMU 306705-4 |     20 | PIER      | 25-02-25 16:42 | 26-02-25 17:11 | 26-02-25 17:12 | 26-02-25 17:22 | TPNGBSG24126031                | ACC TUBERIAS                                                 |     81 |    20734 |      25 |      8 |      4 |  0 |   0 |                    |     | Nicolas Nuñez          |   1427 |      603 | MTQyNw== | NjAz
  33854 | TPNGBSG24126031                | ZIMU 306705-4 |     20 | PIER      | 25-02-25 16:42 | 26-02-25 17:11 | 26-02-25 17:12 | 26-02-25 17:22 | TPNGBSG24126031                | ACC TUBERIAS                                                 |     81 |    20734 |      25 |      8 |      4 |  0 |   0 |                    |     | Nicolas Nuñez          |   1427 |      604 | MTQyNw== | NjA0
  34975 | TPNGBSG25036008                | CAIU 326125-2 |     20 | PIER      | 29-04-25 16:13 | 30-04-25 11:27 | 30-04-25 11:28 | 30-04-25 11:30 | TPNGBSG25036008                | VALVES                                                       |     24 |    21532 |      26 |      0 |      8 |  0 |   0 |                    |     | Gabriel Jurado         |   1743 |      605 | MTc0Mw== | NjA1
  36518 | TPNGBSG255046030               | BMOU 255036-9 |     20 | PIER      | 02-07-25 16:04 | 03-07-25 09:53 | 03-07-25 11:55 | 03-07-25 11:55 | TPNGBSG255046030               | ACCESORIOS DE TUBERIAS                                       |    159 |    21075 |      27 |      0 |     42 |  1 |   0 |                    |     | Gabriel Jurado         |   2099 |      606 | MjA5OQ== | NjA2
  36672 | TPNGBSG25056020                | HDMU 271974-1 |     20 | PIER      | 10-07-25 11:04 | 10-07-25 15:05 | 10-07-25 15:08 | 10-07-25 15:44 | TPNGBSG25056020                | ACCECOSRIOS DE TUBERIAS                                      |     32 |    15266 |      27 |     16 |      6 |  1 |   0 |                    |     | Franco Perez           |   2134 |      607 | MjEzNA== | NjA3
  37432 | MEDUGK262202                   | BEAU 282181-0 |     20 | PIER      | 07-08-25 17:00 | 08-08-25 15:17 | 08-08-25 15:51 | 08-08-25 15:52 | ARBUE/000712                   | MACHIEN PARTS                                                |     11 |    11640 |      10 |      0 |      4 |    |     |                    |     |                        |   2278 |      608 | MjI3OA== | NjA4
  37432 | MEDUGK262202                   | BEAU 282181-0 |     20 | PIER      | 07-08-25 17:00 | 08-08-25 15:17 | 08-08-25 15:51 | 08-08-25 15:52 | ARBUE/000713                   | MACHINERY PARTS                                              |      1 |      660 |       1 |      0 |      4 |    |     |                    |     |                        |   2278 |      609 | MjI3OA== | NjA5
  37124 | 25081494                       | GAOU 753355-3 |     40 | PIER      | 25-07-25 17:00 | 25-07-25 18:40 | 25-07-25 18:44 | 25-07-25 18:44 | HB107872CMG                    | POMATO FABIAN/ MOTORCYCLE                                    |      1 |      393 |      10 |      0 |     10 |  0 |   0 |                    |     | Gabriel Jurado         |   2209 |      610 | MjIwOQ== | NjEw
  32031 | DEBER206843-1                  | MRSU 541647-1 |     40 | PIER      | 21-11-24 18:00 | 22-11-24 11:03 | 22-11-24 13:57 | 22-11-24 15:05 | DEBER206843-1                  | MAQUINA INDUSTRIA TABACALERA                                 |      8 |     6900 |      50 |      0 |     10 |  1 |   0 |                    |     | Franco Perez           |    951 |      611 | OTUx     | NjEx
  32031 | DEBER206843-1                  | BEAU 510320-4 |     40 | PIER      | 21-11-24 18:00 | 22-11-24 09:52 | 22-11-24 10:01 | 22-11-24 11:06 | DEBER206843-1                  | MAQUINA INDUSTRIA TABACALERA                                 |      5 |    10700 |      50 |      0 |      8 |  1 |   0 |                    |     | Franco Perez           |    952 |      612 | OTUy     | NjEy
  32031 | DEBER206843-1                  | TCLU 872848-0 |     40 | PIER      | 21-11-24 18:00 | 22-11-24 10:09 | 22-11-24 11:02 | 22-11-24 11:06 | DEBER206843-1                  | MAQUINA INDUSTRIA TABACALERA                                 |      7 |     6360 |      50 |      0 |      8 |  1 |   0 |                    |     | Franco Perez           |    950 |      613 | OTUw     | NjEz
  37248 | IBC1359193                     | TCLU 442094-6 |     40 | PIER      | 01-08-25 16:00 | 07-08-25 20:41 | 07-08-25 20:55 | 07-08-25 21:00 | IBC1359193D                    | MOTO HONDA CB1000 - BH25896AM881876                          |      1 |      189 |       5 |      4 |     16 |  0 |   0 |                    |     | MARCOS AVALOS          |   2244 |      614 | MjI0NA== | NjE0
  37248 | IBC1359193                     | TCLU 442094-6 |     40 | PIER      | 01-08-25 16:00 | 07-08-25 20:41 | 07-08-25 20:55 | 07-08-25 21:00 | IBC1359193B                    | MOTO DUKE R KTM 890 - VBKTU9403PM851601                      |      1 |      187 |       5 |      0 |     14 |  0 |   0 |                    |     | MARCOS AVALOS          |   2244 |      615 | MjI0NA== | NjE1
  37248 | IBC1359193                     | TCLU 442094-6 |     40 | PIER      | 01-08-25 16:00 | 07-08-25 20:41 | 07-08-25 20:55 | 07-08-25 21:00 | IBC1359193C                    | MOTO KAWASAKI NINJA ZX-4R ML5ZX400PSDA32675                  |      1 |      189 |       5 |      0 |     16 |  0 |   0 |                    |     | MARCOS AVALOS          |   2244 |      616 | MjI0NA== | NjE2
  37472 | 256716514                      | MRKU 066222-7 |     40 | PIER      | 12-08-25 10:00 | 12-08-25 15:48 | 12-08-25 17:16 | 12-08-25 17:22 | HBOL4182                       | AUTO ASTON MARTIN 2019 VIN SCFSMGAW0KGN01572                 |      1 |     1655 |      11 |      0 |     14 |    |     |                    |     |                        |   2293 |      617 | MjI5Mw== | NjE3
  37431 | XARBUE022488                   | HLBU 243587-7 |     40 | PIER      | 07-08-25 15:00 | 07-08-25 19:02 | 07-08-25 19:39 | 07-08-25 20:59 | ROTBUE022488A                  | FERREYRA  ADRIAN / PORSCHE 911                               |      1 |     1438 |       6 |      0 |     32 |  0 |   0 |                    |     | Franco Perez           |   2279 |      618 | MjI3OQ== | NjE4
  37251 | XMF20250601A/B                 | HMMU 407379-3 |     40 | PIER      | 31-07-25 17:30 | 01-08-25 21:59 | 01-08-25 22:00 | 04-08-25 08:22 | XMFZ250606A                    | ICE FREEZER                                                  |     20 |     2250 |   46.68 |      0 |      8 |  0 |   0 |                    |     | Nicolas Nuñez          |   2243 |      619 | MjI0Mw== | NjE5
  37401 | HLCUBSC2506BNKF3               | HLBU 127003-1 |     40 | PIER      | 07-08-25 15:00 | 08-08-25 09:30 | 08-08-25 14:15 | 08-08-25 14:25 | TCLV12001649                   | MUDANZA CABUT LUCRECIA                                       |    276 |     3650 |      50 |      0 |      8 |  1 |   0 |                    |     | MARCOS AVALOS          |   2274 |      620 | MjI3NA== | NjIw
  37401 | HLCUBSC2506BNKF3               | HLBU 127003-1 |     40 | PIER      | 07-08-25 15:00 | 08-08-25 09:30 | 08-08-25 14:15 | 08-08-25 14:25 | TCLV12001657                   | VOLVO VIN: YV4CZ852X61307932                                 |      1 |     2160 |       5 |      0 |     38 |  1 |   0 |                    |     | MARCOS AVALOS          |   2274 |      621 | MjI3NA== | NjIx
  37401 | HLCUBSC2506BNKF3               | HLBU 127003-1 |     40 | PIER      | 07-08-25 15:00 | 08-08-25 09:30 | 08-08-25 14:15 | 08-08-25 14:25 | TCLV12001658                   | MOTO SUZI 2012                                               |      1 |      277 |       5 |      0 |     26 |  1 |   0 |                    |     | MARCOS AVALOS          |   2274 |      622 | MjI3NA== | NjIy
  36128 | SZX500874100                   | GCXU 509055-0 |     40 | PIER      | 13-06-25 18:03 | 17-06-25 13:44 | 17-06-25 13:57 | 17-06-25 14:14 | SZX500874100A                  | PERSONAL TRANSPORT                                           |    329 |    10263 |      50 |      0 |      6 |  0 |   0 |                    |     | Nicolas Nuñez          |   2000 |      623 | MjAwMA== | NjIz
  37545 | TCSH2505564                    | FCIU 979514-5 |     40 | PIER      | 12-08-25 17:00 | 13-08-25 11:05 | 13-08-25 11:06 | 13-08-25 11:56 | TCSH2505564                    | SOLAR PANEL                                                  |     18 |    22428 |      68 |      0 |      6 |  0 |   0 |                    |     | Franco Perez           |   2301 |      624 | MjMwMQ== | NjI0
  37575 | QINS00242043                   | BEAU 403427-0 |     40 | PIER      | 13-08-25 17:00 | 14-08-25 17:51 | 14-08-25 18:00 | 14-08-25 18:00 | QINS00242043                   | MAQUINARIA Y SUS PARTES                                      |      8 |    10630 |      42 |      0 |     12 |  0 |   0 |                    |     | Gabriel Jurado         |   2310 |      625 | MjMxMA== | NjI1
  37127 | DXB0944629                     | TCNU 501654-0 |     40 | PIER      | 25-07-25 17:30 | 28-07-25 11:46 | 28-07-25 12:10 | 28-07-25 12:24 | MVANLT20251604                 | EFECTOS PERSONALES / BJORN                                   |    236 |     6039 |      65 |      6 |     14 |  0 |   0 |                    |     | Nicolas Nuñez          |   2212 |      626 | MjIxMg== | NjI2
  37298 | 255301067                      | CIPU 510985-6 |     40 | PIER      | 04-08-25 16:30 | 05-08-25 18:17 | 06-08-25 09:33 | 06-08-25 11:34 | TGO D-2502357                  | JEANS,TOPS,NIGHTWEAR                                         |    642 |     6677 |       0 |      0 |     12 |  1 |   0 |                    |     | Nicolas Nuñez          |   2261 |      627 | MjI2MQ== | NjI3
  37253 | HLCUBSC2506BRTR0               | UACU 842675-1 |     40 | PIER      | 31-07-25 17:30 | 01-08-25 19:46 | 01-08-25 20:02 | 04-08-25 08:22 | HBOL2602                       | MUDANZA GUSTAVO RIVERO                                       |    111 |     2541 |    35.4 |      0 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |   2240 |      628 | MjI0MA== | NjI4
  37248 | IBC1359193                     | TCLU 442094-6 |     40 | PIER      | 01-08-25 16:00 | 07-08-25 20:41 | 07-08-25 20:55 | 07-08-25 21:00 | IBC1359193A                    | MUDANZA - CLEMENTE ALIER ANDRES                              |    212 |     3013 |      40 |      0 |      4 |  0 |   0 |                    |     | MARCOS AVALOS          |   2244 |      629 | MjI0NA== | NjI5
  37495 | TCNB2505096                    | CAIU 568248-2 |     40 | PIER      | 11-08-25 15:30 | 12-08-25 09:36 | 12-08-25 15:06 | 12-08-25 15:12 | TCNB2505096                    | PEN                                                          |    989 |    10957 |   46.31 |      0 |      6 |  1 |   0 |                    |     | MARCOS AVALOS          |   2298 |      630 | MjI5OA== | NjMw
  37253 | HLCUBSC2506BRTR0               | UACU 842675-1 |     40 | PIER      | 31-07-25 17:30 | 01-08-25 19:46 | 01-08-25 20:02 | 04-08-25 08:22 | HBOL2604                       | USED CAR   X20250707624488                                   |      1 |     1678 |      15 |      8 |     16 |  0 |   0 |                    |     | Nicolas Nuñez          |   2240 |      631 | MjI0MA== | NjMx
  37253 | HLCUBSC2506BRTR0               | UACU 842675-1 |     40 | PIER      | 31-07-25 17:30 | 01-08-25 19:46 | 01-08-25 20:02 | 04-08-25 08:22 | HBOL2603                       | MOTO X20250707624927                                         |      1 |      470 |       3 |      8 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |   2240 |      632 | MjI0MA== | NjMy
  37596 | HLCUBSC2507AXCK0               | HLBU 152461-9 |     40 | PIER      | 18-08-25 12:00 | 18-08-25 14:39 | 18-08-25 14:40 | 18-08-25 14:42 | 024139                         | OFFICE SUPPLIES                                              |     24 |     7932 |      58 |      0 |     10 |  0 |   0 |                    |     | Gabriel Jurado         |   2314 |      633 | MjMxNA== | NjMz
  37473 | 256789870                      | MRKU 078739-5 |     40 | PIER      | 13-08-25 11:30 | 13-08-25 17:30 | 13-08-25 18:21 | 13-08-25 18:25 | HBOL4186                       | PUGLISI MARTIN  / ALFA ROMEO YEAR 1991                       |      1 |     1040 |      10 |      0 |     32 |  1 |   0 |                    |     | MARCOS AVALOS          |   2292 |      634 | MjI5Mg== | NjM0
  37472 | 256716514                      | MRKU 066222-7 |     40 | PIER      | 12-08-25 10:00 | 12-08-25 15:48 | 12-08-25 17:16 | 12-08-25 17:22 | HBOL4183                       | MUDANZA - NICHOLSON ANDRES                                   |     24 |     3120 |   34.08 |      0 |      6 |  0 |   0 |                    |     | Nicolas Nuñez          |   2293 |      635 | MjI5Mw== | NjM1
  36672 | TPNGBSG25056020                | HDMU 271974-1 |     20 | PIER      | 10-07-25 11:04 | 10-07-25 15:05 | 10-07-25 15:08 | 10-07-25 15:44 | TPNGBSG25056020                | ACCECOSRIOS DE TUBERIAS                                      |     32 |    15266 |      27 |     16 |      6 |  1 |   0 |                    |     | Franco Perez           |   2134 |      636 | MjEzNA== | NjM2
  37596 | HLCUBSC2507AXCK0               | UACU 845402-8 |     40 | PIER      | 18-08-25 12:00 | 18-08-25 14:38 | 18-08-25 14:39 | 18-08-25 14:42 | 024140                         | OFFICE SUPPLIES                                              |     14 |     3855 |      36 |      0 |     10 |  1 |   0 |                    |     | Gabriel Jurado         |   2313 |      637 | MjMxMw== | NjM3
  37411 | HLCULIV250602660               | RFSU 302811-7 |     20 | PIER      | 06-08-25 18:30 | 08-08-25 11:26 | 08-08-25 12:15 | 08-08-25 12:16 | MVANES20251607                 | FRANCO MATIAS                                                |     77 |     1590 |    17.5 |      0 |      8 |  0 |   0 |                    |     | Nicolas Nuñez          |   2271 |      638 | MjI3MQ== | NjM4
  37057 | HLCUGY3250531238               | UACU 852575-4 |     40 | PIER      | 23-07-25 11:00 | 24-07-25 13:57 | 24-07-25 14:06 | 24-07-25 14:18 | MVANES20250506                 | OROZCOS IBARRA                                               |    204 |     4090 |      50 |      0 |     12 |  0 |   0 |                    |     | Nicolas Nuñez          |   2191 |      639 | MjE5MQ== | NjM5
  37399 | ONEYGOTF06474300               | SEGU 553075-9 |     40 | PIER      | 06-08-25 18:30 | 08-08-25 08:33 | 08-08-25 08:44 | 08-08-25 09:48 | LIFBUE25080003                 | EMBAJADA DE SUECIA                                           |    274 |     4800 |      48 |      0 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |   2276 |      640 | MjI3Ng== | NjQw
  37598 | HLCUBKK250525892               | TLLU 244660-0 |     20 | PIER      | 15-08-25 11:30 | 18-08-25 10:54 | 18-08-25 10:58 | 18-08-25 11:21 | MVANES20250208                 | DOULLI MARIE ANDREE                                          |     81 |     2190 |      20 |      0 |      4 |    |     |                    |     |                        |   2319 |      641 | MjMxOQ== | NjQx
  37708 | HLCUBSC2507BKMF7               | HLBU 353678-0 |     20 | PIER      | 21-08-25 16:30 | 21-08-25 16:42 | 21-08-25 16:57 | 21-08-25 17:00 | MVANLT20250208                 | PHAN THACH                                                   |      2 |     1209 |      12 |      0 |      6 |  0 |   0 |                    |     | Nicolas Nuñez          |   2361 |      642 | MjM2MQ== | NjQy
  37628 | 256981800                      | TCKU 687552-5 |     40 | PIER      | 18-08-25 19:30 | 19-08-25 17:25 | 20-08-25 08:37 | 20-08-25 09:00 | HBL-10020267                   | BUCETA FLORENCIA  / MOTORCYCLE 2023 YAMAHA MT09              |      1 |      200 |       5 |      0 |     12 |    |     |                    |     |                        |   2329 |      643 | MjMyOQ== | NjQz
  37627 | 257039902                      | MRKU 076284-3 |     40 | PIER      | 18-08-25 19:30 | 19-08-25 18:01 | 19-08-25 18:08 | 19-08-25 20:00 | HBOL4191                       | LIENHARD VALENTINA / AUTMOBILE MERCEDESBENZ 2012             |      1 |     1690 |       5 |      0 |     26 |  0 |   0 |                    |     | Gabriel Jurado         |   2328 |      644 | MjMyOA== | NjQ0
  37628 | 256981800                      | TCKU 687552-5 |     40 | PIER      | 18-08-25 19:30 | 19-08-25 17:25 | 20-08-25 08:37 | 20-08-25 09:00 | HBL-10020268                   | BUCETA MARIA FLOERNCIA / EFECTOS                             |    181 |     5501 |      50 |      0 |      8 |  1 |   0 |                    |     | MARCOS AVALOS          |   2329 |      645 | MjMyOQ== | NjQ1
  37608 | 257039754                      | TCKU 686959-0 |     40 | PIER      | 18-08-25 12:00 | 18-08-25 17:48 | 19-08-25 11:16 | 19-08-25 11:16 | HBOL4189                       | AUTOMOBILE FERRAI YELLOW                                     |      1 |     1350 |       5 |      0 |     22 |  1 |   0 |                    |     | Gabriel Jurado         |   2327 |      646 | MjMyNw== | NjQ2
  37727 | SHKAGN25060170                 | SEGU 538295-0 |     40 | PIER      | 22-08-25 10:00 | 26-08-25 14:51 | 26-08-25 15:00 | 26-08-25 15:07 | SHKAGN25060170                 | WEDDING CHAIR                                                |    542 |     7507 |      68 |      6 |     24 |  0 |   0 |                    |     | Franco Perez           |   2365 |      647 | MjM2NQ== | NjQ3
  36672 | TPNGBSG25056020                | HDMU 271974-1 |     20 | PIER      | 10-07-25 11:04 | 10-07-25 15:05 | 10-07-25 15:08 | 10-07-25 15:44 | TPNGBSG25056020                | ACCECOSRIOS DE TUBERIAS                                      |     32 |    15266 |      27 |     16 |      6 |  1 |   0 |                    |     | Franco Perez           |   2134 |      648 | MjEzNA== | NjQ4
  34975 | TPNGBSG25036008                | CAIU 326125-2 |     20 | PIER      | 29-04-25 16:13 | 30-04-25 11:27 | 30-04-25 11:28 | 30-04-25 11:30 | TPNGBSG25036008                | VALVES                                                       |     24 |    21532 |      26 |      0 |      8 |  0 |   0 |                    |     | Gabriel Jurado         |   1743 |      649 | MTc0Mw== | NjQ5
  37862 | 720933984                      | HASU 108388-1 |     20 | PIER      | 28-08-25 16:00 | 28-08-25 16:54 | 28-08-25 16:54 | 28-08-25 17:12 | 720933984                      | ALUMINOUS                                                    |     19 |    27079 |      19 |      0 |      4 |  0 |   0 |                    |     | MARCOS AVALOS          |   2395 |      650 | MjM5NQ== | NjUw
  37627 | 257039902                      | MRKU 076284-3 |     40 | PIER      | 18-08-25 19:30 | 19-08-25 18:01 | 19-08-25 18:08 | 19-08-25 20:00 | HBOL4192                       | LIENHARD / EFECTOS PERSONALES                                |     13 |     1840 |      34 |      0 |     10 |  0 |   0 |                    |     | Gabriel Jurado         |   2328 |      651 | MjMyOA== | NjUx
  37576 | COSU8040476890                 | TLLU 315856-8 |     20 | PIER      | 14-08-25 16:30 | 19-08-25 16:17 | 19-08-25 16:33 | 19-08-25 19:59 | LIFBUE25080008                 | PINTOS JORGE / EFECTOS PERSONALES                            |    144 |     3370 |      30 |      0 |      4 |    |     |                    |     |                        |   2311 |      652 | MjMxMQ== | NjUy
  37869 | HLCUDX3250541379               | SEGU 124746-3 |     20 | PIER      | 01-09-25 11:00 | 02-09-25 11:15 | 02-09-25 11:33 | 02-09-25 11:48 | JALBUE080625B                  | CORVETTE 2023 - 1G1YB2D45P5119139                            |      1 |     2200 |       8 |      0 |     14 |  0 |   0 |                    |     | Nicolas Nuñez          |   2397 |      653 | MjM5Nw== | NjUz
  37869 | HLCUDX3250541379               | SEGU 124746-3 |     20 | PIER      | 01-09-25 11:00 | 02-09-25 11:15 | 02-09-25 11:33 | 02-09-25 11:48 | JALBUE080625A                  | MUDANZA VILLALON ROMINA                                      |      1 |      220 |      10 |      0 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |   2397 |      654 | MjM5Nw== | NjU0
  37294 | HLCUBSC2506CDVS3               | HLBU 279216-0 |     40 | PIER      | 04-08-25 11:30 | 07-08-25 18:30 | 07-08-25 18:34 | 07-08-25 21:00 | LIFBUE25080001                 | MALARA GUILLERMOS                                            |    389 |     7911 |      70 |      0 |     14 |  0 |   0 |                    |     | Nicolas Nuñez          |   2256 |      655 | MjI1Ng== | NjU1
  37916 | BCNBUE250036                   | UACU 393851-8 |     20 | PIER      | 01-09-25 19:00 | 02-09-25 15:32 | 02-09-25 16:24 | 02-09-25 16:25 | 853069                         | TUNEL LAVADO                                                 |      1 |      465 |       6 |      0 |      6 |  1 |   0 |                    |     | Gabriel Jurado         |   2418 |      656 | MjQxOA== | NjU2
  37916 | BCNBUE250036                   | UACU 393851-8 |     20 | PIER      | 01-09-25 19:00 | 02-09-25 15:32 | 02-09-25 16:24 | 02-09-25 16:25 | 853067                         | TUNEL LAVADO                                                 |      1 |      465 |       6 |      0 |      6 |  1 |   0 |                    |     | Gabriel Jurado         |   2418 |      657 | MjQxOA== | NjU3
  37916 | BCNBUE250036                   | UACU 393851-8 |     20 | PIER      | 01-09-25 19:00 | 02-09-25 15:32 | 02-09-25 16:24 | 02-09-25 16:25 | 853068                         | TUNEL LAVAD                                                  |      1 |      465 |       6 |      0 |      6 |  1 |   0 |                    |     | Gabriel Jurado         |   2418 |      658 | MjQxOA== | NjU4
  37655 | 255376147                      | MSKU 688312-4 |     40 | PIER      | 19-08-25 17:30 | 20-08-25 11:43 | 20-08-25 16:12 | 20-08-25 16:46 | MVANES20250108                 | RUEDA NICOLAS                                                |    281 |     6100 |      60 |      0 |     12 |  1 |   0 |                    |     | MARCOS AVALOS          |   2332 |      659 | MjMzMg== | NjU5
  37986 | PEC013641RCS                   | CAIU 279844-2 |     20 | PIER      | 03-09-25 18:00 | 04-09-25 15:44 | 04-09-25 16:53 | 05-09-25 08:46 | PEC013641RCS                   | MAGNESIUM OXIDE BEING                                        |     27 |    27252 |      22 |      0 |     16 |  0 |   0 |                    |     | Gabriel Jurado         |   2438 |      660 | MjQzOA== | NjYw
  37986 | PEC013641RCS                   | CMAU 275489-5 |     20 | PIER      | 03-09-25 18:00 | 04-09-25 16:48 | 04-09-25 16:53 | 05-09-25 08:46 | PEC013641RCS                   | MAGNESIUM OXIDE BEING                                        |     27 |    27252 |      22 |      6 |     16 |  0 |   0 |                    |     | Gabriel Jurado         |   2436 |      661 | MjQzNg== | NjYx
  37986 | PEC013641RCS                   | CMAU 253746-2 |     20 | PIER      | 03-09-25 18:00 | 04-09-25 16:52 | 04-09-25 16:53 | 05-09-25 08:45 | PEC013641RCS                   | MAGNESIUM OXIDE BEING                                        |     27 |    27252 |      22 |      0 |     18 |  0 |   0 |                    |     | Gabriel Jurado         |   2437 |      662 | MjQzNw== | NjYy
