dia,hora,observa,conocim2,destino,id,cliente,tipo_oper,fecha_ing,contenedor,desc_merc,dimension,tipo_cnt,volumen,kilos,Envase,Estado
2024-11-13,9:30 ,                                                                                                    ,61981253            ,Remision    ,31899-0-1,PIRANGA SA                                                                      ,EXPORTACION    ,2024-11-12,FANU-151316-0,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-13,9:30 ,                                                                                                    ,61981253            ,Remision    ,31900-0-1,PIRANGA SA                                                                      ,EXPORTACION    ,2024-11-12,CAIU-841340-3,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-13,9:30 ,                                                                                                    ,BUA0331464          ,Remision    ,31895-1-1,LIFT VAN INT. CO S.A                                                            ,EXPORTACION    ,2024-11-08,APZU-370159-6,EDMILTON BATISTA DE LIMA JUNIOR  // EFEC,0,  ,0.00,-2200.00,BULTOS                                  ,Realizado
2024-11-13,9:30 ,                                                                                                    ,ISB1579464          ,Remision    ,31866-0-1,LIFT VAN INT. CO S.A                                                            ,IMPORTACION    ,2024-11-08,CMAU-094661-0,MUDANZA                                 ,20,DR,0.00,-4080.00,CONTENEDOR                              ,Realizado
2024-11-14,8:00 ,                                                                                                    ,65311784            ,Remision    ,31901-0-1,SUABIA MADERAS SRL                                                              ,EXPORTACION    ,2024-11-11,BMOU-667086-6,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,8:00 ,                                                                                                    ,65311784            ,Remision    ,31902-0-1,SUABIA MADERAS SRL                                                              ,EXPORTACION    ,2024-11-11,HLXU-850613-1,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,8:30 ,                                                                                                    ,65311784            ,Remision    ,31903-0-1,SUABIA MADERAS SRL                                                              ,EXPORTACION    ,2024-11-11,FBLU-017496-2,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,8:30 ,                                                                                                    ,245841724           ,Remision    ,31807-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-06,MRKU-331109-9,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,8:30 ,                                                                                                    ,245841724           ,Remision    ,31807-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-06,MRKU-331109-9,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,8:30 ,                                                                                                    ,245841724           ,Remision    ,31807-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-06,MRKU-331109-9,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,8:30 ,                                                                                                    ,245841724           ,Remision    ,31807-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-06,MRKU-331109-9,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:00 ,                                                                                                    ,245841724           ,Remision    ,31808-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-06,HASU-457301-2,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:00 ,                                                                                                    ,245841724           ,Remision    ,31807-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-06,MRKU-331109-9,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:00 ,                                                                                                    ,245841724           ,Remision    ,31807-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-06,MRKU-331109-9,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:00 ,                                                                                                    ,245841724           ,Remision    ,31807-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-06,MRKU-331109-9,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:00 ,                                                                                                    ,245841724           ,Remision    ,31807-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-06,MRKU-331109-9,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:00 ,                                                                                                    ,65311784            ,Remision    ,31901-0-1,SUABIA MADERAS SRL                                                              ,EXPORTACION    ,2024-11-11,BMOU-667086-6,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:00 ,                                                                                                    ,65311784            ,Remision    ,31901-0-1,SUABIA MADERAS SRL                                                              ,EXPORTACION    ,2024-11-11,BMOU-667086-6,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:00 ,                                                                                                    ,65311784            ,Remision    ,31903-0-1,SUABIA MADERAS SRL                                                              ,EXPORTACION    ,2024-11-11,FBLU-017496-2,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:00 ,                                                                                                    ,63645644            ,Remision    ,31765-0-1,SUABIA MADERAS SRL                                                              ,EXPORTACION    ,2024-11-05,HLBU-143349-0,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:00 ,                                                                                                    ,246069391           ,Remision    ,31785-0-1,HELVECIA S.A.                                                                   ,EXPORTACION    ,2024-11-06,MSKU-994962-6,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:00 ,                                                                                                    ,BUA0329583          ,Remision    ,31828-0-1,PELAMA CHUBUT S.A.                                                              ,EXPORTACION    ,2024-11-07,TRHU-106661-3,VACIO                                   ,20,DR,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:00 ,                                                                                                    ,340400038608        ,Remision    ,31856-0-1,NORFOR SA                                                                       ,EXPORTACION    ,2024-11-08,TXGU-568441-3,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:00 ,                                                                                                    ,340400038608        ,Remision    ,31857-0-1,NORFOR SA                                                                       ,EXPORTACION    ,2024-11-08,EMCU-155479-2,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:30 ,                                                                                                    ,340400038608        ,Remision    ,31858-0-1,NORFOR SA                                                                       ,EXPORTACION    ,2024-11-08,TCLU-858638-6,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:30 ,                                                                                                    ,246475697           ,Remision    ,31852-0-1,MINERA SANTA RITA SRL                                                           ,EXPORTACION    ,2024-11-08,MRKU-096368-4,VACIO                                   ,40,DR,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:30 ,                                                                                                    ,246475697           ,Remision    ,31853-0-1,MINERA SANTA RITA SRL                                                           ,EXPORTACION    ,2024-11-08,MRKU-023676-7,VACIO                                   ,40,DR,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:30 ,                                                                                                    ,246475697           ,Remision    ,31854-0-1,MINERA SANTA RITA SRL                                                           ,EXPORTACION    ,2024-11-08,MRKU-060694-3,VACIO                                   ,40,DR,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:30 ,                                                                                                    ,246475697           ,Remision    ,31855-0-1,MINERA SANTA RITA SRL                                                           ,EXPORTACION    ,2024-11-08,MRKU-032396-4,VACIO                                   ,40,DR,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:30 ,                                                                                                    ,EBKG10593886        ,Remision    ,31888-0-1,TIPOITI SATIC                                                                   ,EXPORTACION    ,2024-11-11,MSDU-896122-0,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:30 ,                                                                                                    ,LA0392406           ,Remision    ,31898-0-1,TIPOITI SATIC                                                                   ,EXPORTACION    ,2024-11-11,CIPU-501951-5,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:30 ,                                                                                                    ,245841526           ,Remision    ,31846-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-08,HASU-519267-0,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:30 ,                                                                                                    ,245841526           ,Remision    ,31847-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-08,SEKU-697041-7,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,9:30 ,                                                                                                    ,245841756           ,Remision    ,31850-0-1,ARLEATHER S.R.L.                                                                ,EXPORTACION    ,2024-11-08,TCKU-776044-9,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,10:00,                                                                                                    ,246475697           ,Remision    ,31852-0-1,MINERA SANTA RITA SRL                                                           ,EXPORTACION    ,2024-11-08,MRKU-096368-4,VACIO                                   ,40,DR,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-14,10:00,                                                                                                    ,246475685           ,Remision    ,31883-0-1,MINERA SANTA RITA SRL                                                           ,EXPORTACION    ,2024-11-11,             ,246475685 // FACT 14-416                ,0,  ,0.00,-26322.00,BULTOS                                  ,Realizado
2024-11-14,10:00,                                                                                                    ,246475685           ,Remision    ,31883-0-1,MINERA SANTA RITA SRL                                                           ,EXPORTACION    ,2024-11-11,             ,246475685 // FACT 14-416                ,0,  ,0.00,-26322.00,BULTOS                                  ,Realizado
2024-11-14,10:00,                                                                                                    ,246475685           ,Remision    ,31883-0-1,MINERA SANTA RITA SRL                                                           ,EXPORTACION    ,2024-11-11,             ,246475685 // FACT 14-416                ,0,  ,0.00,-26322.00,BULTOS                                  ,Realizado
2024-11-14,10:00,                                                                                                    ,246475685           ,Remision    ,31883-0-1,MINERA SANTA RITA SRL                                                           ,EXPORTACION    ,2024-11-11,             ,246475685 // FACT 14-416                ,0,  ,0.00,-26322.00,BULTOS                                  ,Realizado
2024-11-14,10:00,                                                                                                    ,246475685           ,Remision    ,31883-0-1,MINERA SANTA RITA SRL                                                           ,EXPORTACION    ,2024-11-11,             ,246475685 // FACT 14-416                ,0,  ,0.00,-26322.00,BULTOS                                  ,Realizado
2024-11-15,8:00 ,                                                                                                    ,EBKG10682414        ,Remision    ,31727-0-1,BORGMANN RODRIGO EZEQUIEL                                                       ,EXPORTACION    ,2024-11-04,             ,GRLEM241264/EBKG10682414                ,0,  ,-60.00,-24550.00,BULTOS                                  ,Realizado
2024-11-15,8:00 ,                                                                                                    ,EBKG10693572        ,Remision    ,31772-0-1,HELVECIA S.A.                                                                   ,EXPORTACION    ,2024-11-06,             ,GRLEM241273/EBKG10693572 / RTO: 25871   ,0,  ,-60.00,-24200.00,BULTOS                                  ,Realizado
2024-11-15,8:30 ,                                                                                                    ,340400038616        ,Remision    ,31934-0-1,NORFOR SA                                                                       ,EXPORTACION    ,2024-11-11,TRHU-871426-1,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-15,8:30 ,                                                                                                    ,EBKG10693572        ,Remision    ,31936-0-1,HELVECIA S.A.                                                                   ,EXPORTACION    ,2024-11-13,BMOU-695937-6,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-15,8:30 ,                                                                                                    ,EBKGQ000624F        ,Remision    ,31923-0-1,LIFT VAN INT. CO S.A                                                            ,EXPORTACION    ,2024-11-13,MEDU-859222-8,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-15,8:30 ,                                                                                                    ,63648336            ,Remision    ,31914-0-1,PIRANGA SA                                                                      ,EXPORTACION    ,2024-11-12,TCNU-178837-7,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-15,8:30 ,                                                                                                    ,EBKG10717036        ,Remision    ,31917-0-1,PIRANGA SA                                                                      ,EXPORTACION    ,2024-11-12,FSCU-818480-8,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-15,8:30 ,                                                                                                    ,EBKG10717060        ,Remision    ,31918-0-1,PIRANGA SA                                                                      ,EXPORTACION    ,2024-11-12,MSCU-528529-0,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-15,9:00 ,                                                                                                    ,EBKG10682414        ,Remision    ,31921-0-1,BORGMANN RODRIGO EZEQUIEL                                                       ,EXPORTACION    ,2024-11-13,MSDU-639504-2,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
2024-11-15,9:00 ,                                                                                                    ,EBKG10693572        ,Remision    ,31936-0-1,HELVECIA S.A.                                                                   ,EXPORTACION    ,2024-11-13,BMOU-695937-6,VACIO                                   ,40,HC,0.00,0.00,CONTENEDOR                              ,Realizado
