id,Contenedor,Cliente,Entrega,Vto. Vacio,Tipo,Peso,Cantidad,Envase,Estado,key,fecha_registro,chofer,Fecha y Hora Fin,Observaciones,Transporte
220.0,DRYU-984682-0,Shipy S.A.,Trp - Terminales 1-2-3,18/10,HC,9710.0,672.0,Bultos,Realizado - sin dato,DRYU-984682-0_Shipy S.A.,2025-10-13T18:35:33.06755,nan,,,
302.0,MRKU-090413-0,Noah Servicess.R.L.,Maersk Arg.,07/11,DR,5948.0,210.0,Bultos,Realizado - sin dato,MRKU-090413-0_Noah Servicess.R.L.,2025-10-31T20:20:32.193555,nan,,,
230.0,TGHU-512782-3,Arbrex Commercial Gr...,Hiperbaires - Icb T.Sur,23/10,DC,6365.48,1258.0,Bultos,Realizado - sin dato,TGHU-512782-3_Arbrex Commercial Gr...,2025-10-13T21:20:32.641494,nan,,,
335.0,CMAU-934364-3,Jupam Sa,Cma Cgm,11/11,HC,16952.0,751.0,Rollos,Vacio,CMAU-934364-3_Jupam Sa,2025-11-07T11:50:35.074426,nan,,,
279.0,CAIU-302719-9,Refractarios Argenti...,Exolgan,29/10,DC,20480.0,20.0,Bultos,Realizado - sin dato,CAIU-302719-9_Refractarios Argenti...,2025-10-27T12:05:31.639109,nan,,,
254.0,MRKU-055666-8,Arbrex Commercial Gr...,Maersk Arg.,01/11,DC,2386.0,684.0,Bultos,Realizado - sin dato,MRKU-055666-8_Arbrex Commercial Gr...,2025-10-17T23:20:32.118251,nan,,,
244.0,MSNU-183435-3,Mercovan Argentina S...,Medlog Sarandi,21/10,DR,2984.64,220.0,Bultos,Realizado - sin dato,MSNU-183435-3_Mercovan Argentina S...,2025-10-16T19:50:32.176633,nan,,,
315.0,EGSU-502931-7,Fashion Concept,Trp - Terminales 1-2-3,09/11,RF,10824.2,0.0,-,Realizado - sin dato,EGSU-502931-7_Fashion Concept,2025-11-03T17:50:31.993225,nan,,,
301.0,EISU-183943-7,Aceptyourdestiny Sa,Trp - Terminales 1-2-3,07/11,DC,21378.0,1974.0,Rollos,Realizado - sin dato,EISU-183943-7_Aceptyourdestiny Sa,2025-10-31T19:05:32.071825,nan,,,
108.0,MEDU-435035-5,Grupo Leal-Tex S.R.L...,-,08/10,HC,25400.0,0.0,-,Realizado - sin dato,MEDU-435035-5_Grupo Leal-Tex S.R.L...,2025-09-18T19:05:43.500833,nan,,,
91.0,UACU-842024-4,Mercovan Argentina S...,Huxley Sa,20/09,DC,4560.0,293.0,Bultos,Realizado - sin dato,UACU-842024-4_Mercovan Argentina S...,2025-09-17T11:35:40.601451,nan,,,
93.0,HLBU-180704-9,Edelweiss Spedition ...,Huxley Sa,21/09,DC,3750.0,153.0,Bultos,Realizado - sin dato,HLBU-180704-9_Edelweiss Spedition ...,2025-09-17T11:35:40.770037,nan,,,
92.0,HLBU-109856-0,Lift Van Int. Co S.A,Huxley Sa,20/09,DC,1245.0,62.0,Bultos,Realizado - sin dato,HLBU-109856-0_Lift Van Int. Co S.A,2025-09-17T11:35:40.69255,nan,,,
123.0,HLBU-374089-6,Lift Van Int. Co S.A,Hiperbaires - Icb T.Sur,26/09,DC,80.0,80.0,Bultos,Realizado - sin dato,HLBU-374089-6_Lift Van Int. Co S.A,2025-09-23T15:20:32.557902,Adrian Alvarez,,,
103.0,MSDU-713012-0,Grupo Leal-Tex S.R.L...,Medlog Sarandi,21/09,HC,25753.0,1547.0,Rollos,Realizado - sin dato,MSDU-713012-0_Grupo Leal-Tex S.R.L...,2025-09-18T13:35:41.224892,nan,,,
130.0,HLBU-351943-7,Lift Van Int. Co S.A,Huxley Sa,27/09,DC,1837.0,2.0,Bultos,Realizado - sin dato,HLBU-351943-7_Lift Van Int. Co S.A,2025-09-23T19:35:32.665226,Miguel Angel Gonzalez,,,
98.0,UACU-831356-5,Eagle Service Group ...,Huxley Sa,29/09,DC,3310.0,21.0,Bultos,Realizado - sin dato,UACU-831356-5_Eagle Service Group ...,2025-09-18T11:50:40.514413,nan,,,
104.0,OTPU-674030-3,Fibras Argentinas Sa,Trp - Terminales 1-2-3,25/09,HC,20580.0,36.0,Bultos,Realizado - sin dato,OTPU-674030-3_Fibras Argentinas Sa,2025-09-18T19:05:43.080497,Tte diosito,,,
121.0,TRHU-585857-9,Lift Van Int. Co S.A,Exolgan,26/09,HC,9470.0,339.0,Bultos,Realizado - sin dato,TRHU-585857-9_Lift Van Int. Co S.A,2025-09-22T12:05:40.710107,Pedro Muller,,,
100.0,MEDU-291435-3,,,,40,,,,Realizado - sin dato,,2025-09-18T13:07:09.113245,CRISTIAN MIGUEZ ,,,
101.0,MEDU-291435-3,,,,20,,,,Realizado - sin dato,,2025-09-18T13:07:26.217598,CRISTIAN MIGUEZ ,,,
102.0,ZIMU-315529-0,,,,20,,,,Realizado - sin dato,,2025-09-18T13:09:04.69128,CRISTIAN MIGUEZ ,,,
106.0,FFAU-263087-1,Xiadex Srl,Exolgan,28/09,HC,26582.0,1591.0,Rollos,Realizado - sin dato,FFAU-263087-1_Xiadex Srl,2025-09-18T19:05:43.316503,Marcelo Porco,,,
117.0,SEGU-185712-6,Edelweiss Spedition ...,Exolgan,14/10,DC,2320.0,187.0,Bultos,Realizado - sin dato,SEGU-185712-6_Edelweiss Spedition ...,2025-09-19T15:05:42.581662,BOLLOTTA NICOLAS,,,
114.0,TCLU-716011-7,Mercovan Argentina S...,Trp - Terminales 1-2-3,20/09,HC,13640.0,15.0,Bultos,Realizado - sin dato,TCLU-716011-7_Mercovan Argentina S...,2025-09-19T12:20:41.38338,Nahuel Ortiz,,,
126.0,TCNU-240738-8,Bulldog Solutions S....,Trp - Terminales 1-2-3,29/09,HC,16410.0,691.0,Rollos,Realizado - sin dato,TCNU-240738-8_Bulldog Solutions S....,2025-09-23T17:05:32.847361,Nahuel Ortiz,,,
120.0,TCKU-463563-3,Mercovan Argentina S...,Exolgan,14/10,DC,4500.0,234.0,Bultos,Realizado - sin dato,TCKU-463563-3_Mercovan Argentina S...,2025-09-22T12:05:40.624696,Marcelo Porco,,,
129.0,UACU-838570-8,Lift Van Int. Co S.A,Huxley Sa,26/09,DC,4215.0,7.0,Bultos,Realizado - sin dato,UACU-838570-8_Lift Van Int. Co S.A,2025-09-23T19:35:32.539572,Claudio Schaumayer,,,
109.0,ECMU-709386-7,Mercovan Argentina S...,Terminal 7,20/09,HC,11700.0,15.0,Bultos,Realizado - sin dato,ECMU-709386-7_Mercovan Argentina S...,2025-09-19T12:20:40.921025,nan,,,
99.0,HAMU-353826-8,Indugroup S.A.,Exolgan,29/09,HC,4941.11,46.0,Bultos,Realizado - sin dato,HAMU-353826-8_Indugroup S.A.,2025-09-18T11:50:40.595657,Claudio Schaumayer,,,
111.0,CMNU-500009-1,Mercovan Argentina S...,Trp - Terminales 1-2-3,22/09,HC,6280.0,11.0,Bultos,Realizado - sin dato,CMNU-500009-1_Mercovan Argentina S...,2025-09-19T12:20:41.100873,Damian Bertoli,,,
122.0,OOCU-808479-7,Novelty Trend Srl,Trp - Terminales 1-2-3,05/10,HC,23820.0,1018.0,Rollos,Realizado - sin dato,OOCU-808479-7_Novelty Trend Srl,2025-09-22T15:05:40.88454,Marcelo Peril,,,
119.0,MSBU-153268-0,Refractarios Argenti...,Medlog Sarandi,25/09,DR,25075.0,25.0,Bultos,Realizado - sin dato,MSBU-153268-0_Refractarios Argenti...,2025-09-22T12:05:40.527603,Marcelo Porco,,,
2.0,TCLU-953831-4,Trice Transport Comp...,-,04/09,HC,7554.56,173.0,Bultos,Realizado - sin dato,TCLU-953831-4_Trice Transport Comp...,2025-08-30T13:55:34.976475,Matias Moscardini,,,
97.0,MRKU-032855-0,Grupo Rsm Srl,Maersk Arg.,25/09,DC,4529.0,244.0,Bultos,Realizado - sin dato,MRKU-032855-0_Grupo Rsm Srl,2025-09-18T11:50:40.429421,Ariel Ortiz,,,
116.0,UACU-824925-5,Mercovan Argentina S...,Huxley Sa,25/09,DC,4872.0,7.0,Bultos,Realizado - sin dato,UACU-824925-5_Mercovan Argentina S...,2025-09-19T15:05:42.485642,Miguel Angel Gonzalez,,,
118.0,MSBU-157538-4,Refractarios Argenti...,Medlog Sarandi,25/09,DR,25075.0,25.0,Bultos,Realizado - sin dato,MSBU-157538-4_Refractarios Argenti...,2025-09-22T12:05:40.437894,Marcelo Porco,,,
112.0,TCLU-716296-9,Mercovan Argentina S...,Trp - Terminales 1-2-3,23/09,HC,6240.0,13.0,Bultos,Realizado - sin dato,TCLU-716296-9_Mercovan Argentina S...,2025-09-19T12:20:41.190007,BOLLOTTA NICOLAS,,,
107.0,FCIU-811383-1,Sistema Obraseco Srl,Terminal 7,29/09,HC,20800.0,620.0,Bultos,Realizado - sin dato,FCIU-811383-1_Sistema Obraseco Srl,2025-09-18T19:05:43.415582,David Sanchez,,,
128.0,HAMU-289490-0,Almar Internacional ...,Huxley Sa,25/09,HC,4013.5,17.0,Bultos,Realizado - sin dato,HAMU-289490-0_Almar Internacional ...,2025-09-23T19:35:32.42239,nan,,,
96.0,MRKU-071447-0,Southcross Logistics...,Maersk Arg.,21/09,DC,6320.0,28.0,Bultos,Realizado - sin dato,MRKU-071447-0_Southcross Logistics...,2025-09-17T20:20:44.097727,Pedro Muller,,,
125.0,MSNU-286243-1,Lift Van Int. Co S.A,Medlog Sarandi,27/09,DC,1588.0,1.0,Bultos,Realizado - sin dato,MSNU-286243-1_Lift Van Int. Co S.A,2025-09-23T15:20:32.735644,Marcelo Porco,,,
115.0,OOCU-048760-4,Lift Van Int. Co S.A,Trp - Terminales 1-2-3,25/09,DC,1855.0,153.0,Bultos,Realizado - sin dato,OOCU-048760-4_Lift Van Int. Co S.A,2025-09-19T15:05:42.392267,Damian Bertoli,,,
88.0,GCXU-517785-6,Bazar Del Mundo S.A.,Trp - Terminales 1-2-3,23/09,HC,8960.0,520.0,Bultos,Realizado - sin dato,GCXU-517785-6_Bazar Del Mundo S.A.,2025-09-16T18:50:42.750334,Nahuel Ortiz,,,
105.0,PCIU-612000-3,Fibras Argentinas Sa,Trp - Terminales 1-2-3,25/09,HC,21240.0,36.0,Bultos,Realizado - sin dato,PCIU-612000-3_Fibras Argentinas Sa,2025-09-18T19:05:43.195069,David Sanchez,,,
124.0,DRYU-417686-0,Lift Van Int. Co S.A,Exolgan,29/09,DC,2454.0,6.0,Bultos,Realizado - sin dato,DRYU-417686-0_Lift Van Int. Co S.A,2025-09-23T15:20:32.644644,Marcelo Peril,,,
94.0,MRSU-627747-3,Boratex Srl,Maersk Arg.,03/10,DC,25199.1,459.0,Cajas,Realizado - sin dato,MRSU-627747-3_Boratex Srl,2025-09-17T20:20:43.896822,Ariel Ortiz,,,
110.0,TLLU-887867-9,Mercovan Argentina S...,Terminal 7,20/09,HC,13380.0,36.0,Bultos,Realizado - sin dato,TLLU-887867-9_Mercovan Argentina S...,2025-09-19T12:20:41.014332,nan,,MARTIN,
150.0,JXLU-618880-5,Jupam Sa,Hiperbaires - Icb T.Sur,29/09,HC,19578.0,881.0,Rollos,Realizado - sin dato,JXLU-618880-5_Jupam Sa,2025-09-26T18:05:32.037392,David Sanchez,,,
336.0,GESU-646776-4,Jupam Sa,Cma Cgm,11/11,HC,16847.0,805.0,Rollos,Pte. Desc.,GESU-646776-4_Jupam Sa,2025-11-07T11:50:35.165553,nan,,,
180.0,TEMU-161073-9,Lift Van Int. Co S.A,Huxley Sa,10/10,DC,1323.0,53.0,Bultos,Realizado - sin dato,TEMU-161073-9_Lift Van Int. Co S.A,2025-10-02T18:05:32.674692,nan,,,
113.0,CMAU-458200-7,Mercovan Argentina S...,Terminal 7,20/09,HC,7580.0,10.0,Bultos,Realizado - sin dato,CMAU-458200-7_Mercovan Argentina S...,2025-09-19T12:20:41.289116,Miguel Angel Gonzalez,,,
141.0,TGHU-507600-6,Baires International,Exolgan,03/10,DC,24430.0,422.0,Bultos,Realizado - sin dato,TGHU-507600-6_Baires International,2025-09-24T22:05:32.157181,nan,,,
151.0,MSNU-673412-5,Jupam Sa,Medlog Sarandi,30/09,HC,26400.0,1546.0,Rollos,Realizado - sin dato,MSNU-673412-5_Jupam Sa,2025-09-26T18:35:32.296585,nan,,,
194.0,TTNU-432725-8,Southcross Logistics...,-,30/09,DC,5005.12,1045.0,Bultos,Realizado - sin dato,TTNU-432725-8_Southcross Logistics...,2025-10-03T21:35:32.380963,nan,,,
188.0,TCNU-963565-1,Mercovan Argentina S...,Cma Cgm,03/10,HC,4643.0,18.0,Bultos,Realizado - sin dato,TCNU-963565-1_Mercovan Argentina S...,2025-10-03T11:50:33.92696,nan,,,
198.0,NYKU-849833-1,Arbrex Commercial Gr...,-,27/10,DC,2680.1,674.0,Bultos,Realizado - sin dato,NYKU-849833-1_Arbrex Commercial Gr...,2025-10-09T12:05:32.774696,nan,,,
95.0,CMAU-430429-0,Noah Servicess.R.L.,Cma Cgm,22/09,HC,2516.0,71.0,Bultos,Realizado - sin dato,CMAU-430429-0_Noah Servicess.R.L.,2025-09-17T20:20:43.98856,Ariel Ortiz,,,
136.0,BSIU-284883-1,Lift Van Int. Co S.A,Huxley Sa,26/09,DC,1537.0,3.0,Bultos,Realizado - sin dato,BSIU-284883-1_Lift Van Int. Co S.A,2025-09-24T11:35:31.947804,Pedro Muller,,,
139.0,MRSU-303521-8,Grupo De Asesoramien...,Maersk Arg.,27/09,HC,5710.0,21.0,Bultos,Realizado - sin dato,MRSU-303521-8_Grupo De Asesoramien...,2025-09-24T16:20:31.923,Adrian Alvarez,,,
138.0,GCXU-517570-3,Mercovan Argentina S...,Exolgan,30/09,HC,5090.0,284.0,Bultos,Realizado - sin dato,GCXU-517570-3_Mercovan Argentina S...,2025-09-24T11:35:32.134674,Marcelo Peril,,,
137.0,TCKU-361978-8,Mercovan Argentina S...,Huxley Sa,05/10,DC,2300.0,149.0,Bultos,Realizado - sin dato,TCKU-361978-8_Mercovan Argentina S...,2025-09-24T11:35:32.044638,Matias Moscardini,,,
140.0,TGBU-631729-8,Grupo De Asesoramien...,Maersk Arg.,27/09,HC,5710.0,8.0,Bultos,Realizado - sin dato,TGBU-631729-8_Grupo De Asesoramien...,2025-09-24T16:20:32.041096,David Sanchez,,,
142.0,MRSU-812206-4,Mercovan Argentina S...,Maersk Arg.,27/09,DC,6927.65,10.0,Bultos,Realizado - sin dato,MRSU-812206-4_Mercovan Argentina S...,2025-09-24T22:05:32.29875,Adrian Alvarez,,,
135.0,HLBU-127114-6,Lift Van Int. Co S.A,Exolgan,27/09,DC,4712.03,170.0,Bultos,Realizado - sin dato,HLBU-127114-6_Lift Van Int. Co S.A,2025-09-23T19:50:36.519125,Pedro Muller,,,
143.0,MNBU-042516-4,Sanyo Color Sa,Maersk Arg.,25/09,DC,24141.0,35.0,Pallets,Realizado - sin dato,MNBU-042516-4_Sanyo Color Sa,2025-09-24T22:05:32.412653,Ariel Ortiz,,,
132.0,PCIU-612456-5,Fibras Argentinas Sa,Trp - Terminales 1-2-3,29/09,HC,21950.0,36.0,Pallets,Realizado - sin dato,PCIU-612456-5_Fibras Argentinas Sa,2025-09-23T19:50:36.205458,Adrian Alvarez,,,
160.0,CAIU-655519-0,Lift Van Int. Co S.A,Exolgan,03/10,HC,1950.0,84.0,Bultos,Realizado - sin dato,CAIU-655519-0_Lift Van Int. Co S.A,2025-09-30T12:05:32.724239,nan,,,
161.0,HLXU-825484-7,Lift Van Int. Co S.A,Exolgan,03/10,HC,6000.0,296.0,Bultos,Realizado - sin dato,HLXU-825484-7_Lift Van Int. Co S.A,2025-09-30T12:05:32.852946,nan,,,
133.0,OTPU-673966-3,Fibras Argentinas Sa,Trp - Terminales 1-2-3,29/09,HC,20710.0,36.0,Pallets,Realizado - sin dato,OTPU-673966-3_Fibras Argentinas Sa,2025-09-23T19:50:36.310007,Tte diosito,,,
134.0,DRYU-908880-2,Lift Van Int. Co S.A,Medlog Sarandi,01/10,HC,6304.33,410.0,Bultos,Realizado - sin dato,DRYU-908880-2_Lift Van Int. Co S.A,2025-09-23T19:50:36.409143,Nahuel Ortiz,,,
231.0,EITU-900979-0,Jupam Sa,Trp - Terminales 1-2-3,17/10,HC,25460.0,1503.0,Rollos,Realizado - sin dato,EITU-900979-0_Jupam Sa,2025-10-13T21:35:32.885318,nan,,,
221.0,EITU-161624-7,Shipy S.A.,Trp - Terminales 1-2-3,18/10,HC,7970.0,528.0,Bultos,Realizado - sin dato,EITU-161624-7_Shipy S.A.,2025-10-13T18:35:33.197005,nan,,,
207.0,CAIU-828794-3,Noah Servicess.R.L.,Cma Cgm,17/10,HC,1350.0,101.0,Bultos,Realizado - sin dato,CAIU-828794-3_Noah Servicess.R.L.,2025-10-09T22:20:32.577597,nan,,,
280.0,MSMU-237266-2,Refractarios Argenti...,Medlog Sarandi,29/10,DC,20480.0,20.0,Bultos,Realizado - sin dato,MSMU-237266-2_Refractarios Argenti...,2025-10-27T12:05:31.755596,nan,,,
255.0,TEMU-530977-0,Edelweiss Spedition ...,Trp - Terminales 1-2-3,26/10,DR,2350.0,121.0,Bultos,Realizado - sin dato,TEMU-530977-0_Edelweiss Spedition ...,2025-10-20T11:35:32.526737,nan,,,
264.0,EGHU-927093-0,Poka S.A.,Trp - Terminales 1-2-3,09/11,HC,4214.0,375.0,Bultos,Realizado - sin dato,EGHU-927093-0_Poka S.A.,2025-10-21T20:05:32.066613,nan,,,
238.0,UETU-811590-2,Arbrex Commercial Gr...,Maersk Arg.,24/10,HC,3194.0,1040.0,Bultos,Realizado - sin dato,UETU-811590-2_Arbrex Commercial Gr...,2025-10-15T17:50:32.990967,nan,,,
263.0,EGSU-984451-8,Poka S.A.,Trp - Terminales 1-2-3,09/11,HC,5284.05,572.0,Bultos,Realizado - sin dato,EGSU-984451-8_Poka S.A.,2025-10-21T20:05:31.968597,nan,,,
303.0,MRKU-071753-0,Grupo Rsm Srl,Maersk Arg.,11/11,DR,3466.0,2.0,Bultos,Realizado - sin dato,MRKU-071753-0_Grupo Rsm Srl,2025-10-31T20:20:32.3042,nan,,,
245.0,HLBU-376328-0,Lift Van Int. Co S.A,Exolgan,21/10,DR,1418.0,0.0,-,Realizado - sin dato,HLBU-376328-0_Lift Van Int. Co S.A,2025-10-16T19:50:32.28241,nan,,,
316.0,TLLU-768160-1,Fashion Concept,Trp - Terminales 1-2-3,09/11,HC,11950.0,0.0,-,Realizado - sin dato,TLLU-768160-1_Fashion Concept,2025-11-03T17:50:32.109843,nan,,,
309.0,BSIU-803397-0,Grupo Leal-Tex S.R.L...,Trp - Terminales 1-2-3,04/11,HC,26635.0,1545.0,Rollos,Realizado - sin dato,BSIU-803397-0_Grupo Leal-Tex S.R.L...,2025-11-03T15:20:32.193509,nan,,,
287.0,MEDU-893487-1,Bisora Group Sa,Exolgan,11/11,HC,20900.0,1567.0,Bultos,Realizado - sin dato,MEDU-893487-1_Bisora Group Sa,2025-10-29T15:05:32.115688,nan,,,
290.0,TCNU-669452-1,Juliana Sa,Trp - Terminales 1-2-3,06/11,HC,24065.0,2106.0,Rollos,Realizado - sin dato,TCNU-669452-1_Juliana Sa,2025-10-30T18:35:32.919434,nan,,,
329.0,CCLU-720711-5,Juan M. Lavigne & Ci...,-,30/12,HC,13577.0,0.0,-,Realizado - sin dato,CCLU-720711-5_Juan M. Lavigne & Ci...,2025-11-05T19:50:32.006342,nan,,,
324.0,HLXU-110708-4,Lift Van Int. Co S.A,Huxley Sa,12/11,DC,2006.0,78.0,Bultos,Realizado - sin dato,HLXU-110708-4_Lift Van Int. Co S.A,2025-11-04T18:20:32.694124,nan,,,
337.0,MNBU-361141-3,Sanyo Color Sa,Maersk Arg.,07/11,HC,13436.6,24.0,Pallets,Realizado - sin dato,MNBU-361141-3_Sanyo Color Sa,2025-11-07T14:05:32.57575,nan,,,
,EITU-917903-5,Impacto Jean S.A.,-,11/11,HC,16456.0,665.0,Rollos,Pte. Desc.,EITU-917903-5_Impacto Jean S.A.,,nan,,,
