Dia,Cliente,Contenedor,Volumen,Precinto,Observaciones,Estado,e-tally
2025-11-17,Figo Srl S. R. L.,TEMU-099945-7,0,---,TERMINAL 4  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27818
2025-11-17,Figo Srl S. R. L.,TRHU-294073-9,0,---,TERMINAL 4  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27819
2025-11-17,Figo Srl S. R. L.,TCLU-742373-8,0,---,TERMINAL 4  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27820
2025-11-17,Figo Srl S. R. L.,CMAU-124324-7,0,---,TERMINAL 4   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27821
2025-11-17,Figo Srl S. R. L.,CAIU-312547-2,0,---,TERMINAL 4   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27822
2025-11-19,Henn Y Cia S.R.L.,HAMU-156981-9,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27827
2025-11-19,Henn Y Cia S.R.L.,FANU-142631-6,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27831
2025-11-19,Henn Y Cia S.R.L.,BEAU-472968-3,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27828
2025-11-19,Henn Y Cia S.R.L.,HAMU-174576-0,0,---,EXOLGAN   10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27829
2025-11-19,Curtiembre Infante S...,NYKU-075552-0,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27842
2025-11-19,Hdv Leather S.R.L.,MSDU-771706-1,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27834
2025-11-19,Hdv Leather S.R.L.,MSMU-893378-1,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27835
2025-11-19,Hdv Leather S.R.L.,TIIU-401773-1,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27836
2025-11-19,Hdv Leather S.R.L.,BMOU-680021-3,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27838
2025-11-19,Hdv Leather S.R.L.,MSDU-543336-4,0,---,EXOLGAN 16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27839
2025-11-19,Hdv Leather S.R.L.,MSMU-460435-0,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27837
2025-11-19,Hdv Leather S.R.L.,MSBU-651252-1,0,---,EXOLGAN 16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27840
2025-11-19,Henn Y Cia S.R.L.,FANU-150859-0,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27830
2025-11-19,Henn Y Cia S.R.L.,HLBU-289556-9,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27832
2025-11-19,Henn Y Cia S.R.L.,HLBU-194142-2,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27833
2025-11-19,Henn Y Cia S.R.L.,SLSU-806752-6,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27843
2025-11-19,Lift Van Int. Co S.A,MRKU-060866-9,0,---,TERMINAL 4 19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27841
2025-11-20,Elementa Foods S.A.,MSDU-896651-5,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27867
2025-11-20,Elementa Foods S.A.,FFAU-157583-0,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27868
2025-11-20,Elementa Foods S.A.,CRSU-923289-4,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27869
2025-11-20,Forestal Guarani Sa,MSKU-969181-9,0,---,TERMINAL 4   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27864
2025-11-20,Forestal Guarani Sa,BEAU-518442-2,0,---,TERMINAL 4  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27865
2025-11-20,Forestal Guarani Sa,TCKU-693600-3,0,---,TERMINAL 4  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27866
2025-11-20,Borax Argentina S A,HLBU-173171-9,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27846
2025-11-20,Borax Argentina S A,HLXU-128656-5,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27847
2025-11-20,Borax Argentina S A,BMOU-144772-0,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27848
2025-11-20,Borax Argentina S A,HLXU-124270-0,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27849
2025-11-20,Borax Argentina S A,TEMU-165211-7,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27850
2025-11-20,Borax Argentina S A,TLLU-256299-7,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27851
2025-11-20,Borax Argentina S A,HLBU-374346-8,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27852
2025-11-20,Borax Argentina S A,TEMU-484802-1,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27853
2025-11-20,Borax Argentina S A,UACU-383885-9,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27854
2025-11-20,Borax Argentina S A,CAIU-682277-9,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27855
2025-11-20,Borax Argentina S A,GCXU-247338-7,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27856
2025-11-20,Borax Argentina S A,HLBU-363269-6,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27857
2025-11-20,Borax Argentina S A,TEMU-184901-9,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27858
2025-11-20,Borax Argentina S A,HLBU-386723-7,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27859
2025-11-20,Mercovan Argentina S...,TEMU-161843-1,0,---,EXOLGAN   16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27863
2025-11-20,J. Llorente Y Cía. S...,UETU-294717-1,0,---,TERMINAL 4  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27878
2025-11-20,Seaside Logistic Sa,CAIU-225736-6,0,---,TERMINAL 4  17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27873
2025-11-18,Aniceto Gomez Sa,TRHU-663454-7,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27826
2025-11-21,Lift Van Int. Co S.A,CAIU-668808-4,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27875
2025-11-21,Lift Van Int. Co S.A,HLBU-113273-1,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27844
2025-11-21,Henn Y Cia S.R.L.,HAMU-379737-7,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27876
2025-11-26,Curtiembre Infante S...,PCIU-952501-0,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27886
2025-11-26,Curtiembre Infante S...,PIDU-428958-0,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27885
2025-11-26,Norfor Sa,EISU-856686-4,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27845
2025-11-26,Mader Zu S.R.L.,BSIU-930367-0,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27881
2025-11-26,Mader Zu S.R.L.,OOCU-725148-3,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27882
2025-11-26,Mader Zu S.R.L.,CSNU-653217-1,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27883
2025-11-26,Smart Trading S.A.S,APZU-367462-8,0,---,TRP  09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27891
2025-11-28,Pallets Nef De Raul ...,ZCSU-727477-0,0,---,TERMINAL 4  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27896
2025-11-28,Pallets Nef De Raul ...,ZCSU-676218-0,0,---,TERMINAL 4  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27897
2025-11-28,Pallets Nef De Raul ...,TCNU-420762-4,0,---,TERMINAL 4  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27898
2025-11-28,Pallets Nef De Raul ...,JXLU-614224-0,0,---,TERMINAL 4   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27899
2025-11-28,Chaguar Sociedad Ano...,HAMU-404485-0,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27911
2025-11-28,Chaguar Sociedad Ano...,HAMU-165090-0,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27912
2025-11-28,Lawter Argentina S.A...,PCIU-914940-1,0,---,TRP   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27888
2025-11-28,Lawter Argentina S.A...,PCIU-866382-2,0,---,TRP   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27889
2025-11-28,Lawter Argentina S.A...,PCIU-863461-3,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27890
2025-11-28,Henn Y Cia S.R.L.,PCIU-161284-4,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27900
2025-11-28,Henn Y Cia S.R.L.,PCIU-121975-5,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27901
2025-11-28,Helvecia S.A.,MRKU-581559-2,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27910
2025-11-28,Chaguar Sociedad Ano...,HLBU-118276-9,0,---,EXOLGAN  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27913
2025-11-28,Chaguar Sociedad Ano...,FTAU-159149-0,0,---,EXOLGAN  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27914
2025-11-28,Chaguar Sociedad Ano...,TEMU-190130-7,0,---,EXOLGAN  19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27915
2025-11-28,Borax Argentina S A,MSKU-578886-3,0,---,TERMINAL 4  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27902
2025-11-28,Borax Argentina S A,MRKU-741614-3,0,---,TERMINAL 4  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27903
2025-11-28,Termoplasticos Del S...,FANU-134396-8,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27920
2025-11-28,Termoplasticos Del S...,HLBU-237434-4,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27921
2025-11-28,Elementa Foods S.A.,TCNU-241181-3,0,---,TRP  17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27907
2025-11-28,Elementa Foods S.A.,GCXU-638311-0,0,---,TRP   17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27908
2025-11-27,Helvecia S.A.,SEGU-504035-0,0,---,TRP  09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27880
2025-11-27,Norfor Sa,TGHU-926498-0,0,---,TRP 09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27877
2025-11-27,Asecor Srl,MSMU-647054-3,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27895
2025-11-27,Isischu Srl,MSNU-910839-9,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27892
2025-11-27,Forestal Guarani Sa,MRKU-239327-7,0,---,TERMINAL 4   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27893
2025-11-27,Forestal Guarani Sa,MSKU-070966-6,0,---,TERMINAL 4  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27894
2025-11-25,Mercovan Argentina S...,HLBU-350638-4,0,---,EXOLGAN   19HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27887
2025-11-25,Delicia Maderas,CMAU-479657-0,0,---,TRP   09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27861
2025-11-25,Delicia Maderas,CMAU-588887-7,0,---,TRP  09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27860
2025-11-25,Mercovan Argentina S...,TCKU-660521-6,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27862
2025-11-25,Mader Zu S.R.L.,OOLU-695638-8,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27871
2025-11-25,Mader Zu S.R.L.,OOCU-831632-0,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27872
2025-11-25,Mader Zu S.R.L.,CBHU-942258-6,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27874
2025-11-25,Pelama Chubut S.A.,CSNU-142588-5,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27884
2025-11-25,Lift Van Int. Co S.A,SUDU-750042-9,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27879
2025-11-25,Litoral Citrus S A,OOCU-052494-5,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27870
2025-12-01,Mafralac Alimenticia...,ZCSU-756012-0,0,---,terminal 4   11hs,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27924
2025-12-01,Termoplasticos Del S...,RFSU-303343-2,0,---,exolgan  10hs,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27926
2025-12-01,Mafralac Alimenticia...,CAAU-637078-4,0,---,exolgan   16hs,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27925
2025-12-01,Maringa Maderas Sa,HAMU-140324-2,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27927
2025-12-02,Sandrin Paola Karina,UETU-826868-7,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27922
2025-12-02,Hector Reboratti,DFSU-676753-9,0,---,TERMIANL 4  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27942
2025-12-02,Borax Argentina S A,MRKU-975202-3,0,---,TERMINAL 4  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27916
2025-12-02,Borax Argentina S A,HASU-151053-5,0,---,TERMINAL 4   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27917
2025-12-02,Borax Argentina S A,MRKU-863667-2,0,---,TERMNAL 4   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27918
2025-12-02,Borax Argentina S A,TEMU-258032-5,0,---,TERMINAL 4   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27919
2025-12-02,Chaguar Sociedad Ano...,MIEU-303445-6,0,---,TERMINAL 4   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27943
2025-12-02,Chaguar Sociedad Ano...,HASU-503555-7,0,---,TERMINAL 4   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27944
2025-12-02,Chaguar Sociedad Ano...,TEMU-704425-9,0,---,TERMINAL 4   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27945
2025-12-02,Norfor Sa,CCLU-769645-9,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27923
2025-12-02,Henn Y Cia S.R.L.,HLXU-820873-3,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27967
2025-12-02,Henn Y Cia S.R.L.,HAMU-143705-2,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27968
2025-12-02,Henn Y Cia S.R.L.,HLXU-847390-6,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27938
2025-12-02,Hdv Leather S.R.L.,GAOU-787685-0,0,---,EXOLGAN  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27948
2025-12-02,Hdv Leather S.R.L.,MSMU-831714-8,0,---,EXOLGAN   13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27952
2025-12-02,Henn Y Cia S.R.L.,UACU-582917-8,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27935
2025-12-02,Henn Y Cia S.R.L.,FANU-378253-2,0,---,EXOLGAN   16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27936
2025-12-02,Henn Y Cia S.R.L.,DFSU-632212-1,0,---,EXOLGAN   16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27937
2025-12-03,Borax Argentina S A,GLDU-952136-1,0,---,EXOLGAN  07HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27990
2025-12-03,Borax Argentina S A,GLDU-564851-1,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27991
2025-12-03,Borax Argentina S A,MSDU-140173-3,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27995
2025-12-03,Borax Argentina S A,FTAU-146705-2,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27996
2025-12-03,Sandrin Paola Karina,UETU-826868-7,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27922
2025-12-03,Termoplasticos Del S...,MSMU-375271-2,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27958
2025-12-03,Mader Zu S.R.L.,MSBU-737809-0,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27931
2025-12-03,Mader Zu S.R.L.,TCNU-661402-2,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27932
2025-12-03,Mader Zu S.R.L.,MSBU-737321-0,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27933
2025-12-03,Mader Zu S.R.L.,MSDU-516892-8,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27934
2025-12-03,Carpal Sa,TRHU-541480-4,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27965
2025-12-03,Carpal Sa,TLLU-782050-1,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27966
2025-12-03,Delicia Maderas,CAIU-936222-9,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27928
2025-12-03,Delicia Maderas,APHU-730177-0,0,---,TRP  11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27929
2025-12-03,Delicia Maderas,TCNU-623441-8,0,---,TRP   11HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27930
2025-12-03,Chaguar Sociedad Ano...,TRHU-221326-2,0,---,TRP  15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27961
2025-12-03,Chaguar Sociedad Ano...,TRHU-301820-8,0,---,TRP   15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27960
2025-12-03,Hdv Leather S.R.L.,MSDU-616327-9,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27946
2025-12-03,Hdv Leather S.R.L.,MSBU-504468-4,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27947
2025-12-03,Hdv Leather S.R.L.,TCNU-292226-4,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27949
2025-12-03,Hdv Leather S.R.L.,MSDU-698902-3,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27950
2025-12-03,Hdv Leather S.R.L.,FFAU-375212-8,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27951
2025-12-03,Sandrin Paola Karina,MSNU-560636-7,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27964
2025-12-03,Chaguar Sociedad Ano...,SGCU-221209-6,0,---,TRP  17HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27959
2025-12-03,Mercovan Argentina S...,MSBU-459041-7,0,---,EXOLGAN   01AM,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27971
2025-12-03,Borax Argentina S A,MEDU-670757-0,0,---,EXOLGAN  04AM,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27972
2025-12-03,Borax Argentina S A,TCKU-368547-6,0,---,EXOLGAN   04AM,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27973
2025-12-03,Borax Argentina S A,FCIU-644302-7,0,---,EXOLGAN  04AM,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27974
2025-12-03,Borax Argentina S A,FCIU-216392-2,0,---,EXOLGAN   04AM,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27975
2025-12-03,Borax Argentina S A,MEDU-588885-4,0,---,EXOLGAN  04AM,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27976
2025-12-03,Borax Argentina S A,MSDU-179477-5,0,---,EXOLGAN  04AM,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27977
2025-12-03,Borax Argentina S A,MEDU-539128-2,0,---,EXOLGAN 04AM,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27978
2025-12-03,Borax Argentina S A,FCIU-398048-6,0,---,EXOLGAN  04AM,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27979
2025-12-03,Borax Argentina S A,BEAU-277811-7,0,---,EXOLGAN  04AM,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27980
2025-12-03,Borax Argentina S A,MSDU-122966-6,0,---,EXOLGAN  04AM,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27981
2025-12-04,Hdv Leather S.R.L.,MSNU-544606-3,0,---,EXOLGAN       10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27953
2025-12-04,Hdv Leather S.R.L.,MSDU-811179-9,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27954
2025-12-04,Hdv Leather S.R.L.,TGBU-800229-0,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27955
2025-12-04,Hdv Leather S.R.L.,MSMU-548110-0,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27956
2025-12-04,Hdv Leather S.R.L.,MEDU-847506-8,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27957
2025-12-04,Forestal Guarani Sa,TCLU-181082-7,0,---,TERMINAL4  13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27983
2025-12-04,Forestal Guarani Sa,MRKU-598808-9,0,---,TERMINAL 4 13HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27984
2025-12-04,Taeda Sa,TCNU-236976-0,0,---,EXOLGAN  16HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28012
2025-12-04,Forestal Guarani Sa,MRKU-215911-9,0,---,TERMINAL 4 15HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=28011
2025-12-04,Litoral Citrus S A,HLBU-150891-6,0,---,TERMINAL 4   09HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27997
2025-12-04,Seaside Logistic Sa,MEDU-243439-6,0,---,exolgan  10hs,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27986
2025-12-05,Virasoro Maderas S R...,MSMU-425854-0,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27962
2025-12-05,Virasoro Maderas S R...,MSMU-595992-5,0,---,EXOLGAN  10HS,Pendiente,http://dassaweb.mqbic.com/NewTallyExpoConsumo.php?id=27963
